geslacht;leeftijdsklasse;gemeentenaam;aantal_bsn;aantal_verzekerdejaren;kosten_medisch_specialistische_zorg;kosten_farmacie;kosten_specialistische_ggz;kosten_huisarts_inschrijftarief;kosten_huisarts_consult;kosten_huisarts_mdz;kosten_huisarts_overig;kosten_hulpmiddelen;kosten_mondzorg;kosten_paramedische_zorg_fysiotherapie;kosten_paramedische_zorg_overig;kosten_ziekenvervoer_zittend;kosten_ziekenvervoer_liggend;kosten_kraamzorg;kosten_verloskundige_zorg;kosten_generalistische_basis_ggz;kosten_langdurige_ggz;kosten_grensoverschrijdende_zorg;kosten_eerstelijns_ondersteuning;kosten_geriatrische_revalidatiezorg;kosten_eerstelijnsverblijf;kosten_verpleging_en_verzorging;kosten_gzsp;kosten_integrale_geboortezorg;kosten_innovatiegelden_ggz;kosten_overig
V;80 t/m 84 jaar;REIMERSWAAL;274;266.92;670773.11;234183;23916.63;30787.21;41675.78;36494.51;22054.98;84062.02;12679.06;24089.38;4411.04;2644.32;40114.35;0;0;220.06;0;12165.04;0;88906.83;120318.22;376874.66;0;0;0;13075.05
V;80 t/m 84 jaar;RENKUM;803;784.9;2383567.99;652944.36;23469.17;90752.04;103608.14;91309.98;146548.4;201099.03;26773.22;76421.74;25243.54;9476.68;81026.48;0;0;2223.97;0;1132.45;0;186238.08;75186.12;800346.14;19409.46;0;109.44;37556.24
V;80 t/m 84 jaar;RENSWOUDE;50;49.44;215987.22;45786.74;9167.77;5632.81;12466.25;6871.32;11817.36;23722.98;8002.19;9412.94;1496.23;459.82;7604.91;0;0;0;0;0;0;50662.03;3001.44;156402.09;39.54;0;0;1561.74
V;80 t/m 84 jaar;REUSEL-DE MIERDEN;176;172.89;691675.15;129073.54;2574.04;20535.04;19642.34;36913.87;7441.97;46626.33;10176.18;8740.05;3354.41;2201.12;25324.88;0;0;1380.49;0;1291.86;0;42806.41;0;176445.5;0;0;0;2660.35
V;80 t/m 84 jaar;RHEDEN;1130;1102.24;3595684.36;779628.18;137036.91;127378.6;116061.54;144743.58;189000.45;314848.59;44093.44;71575.46;34281.7;15446.73;146646.09;0;0;3707.24;0;5416.58;0;471774.48;308847.22;1425436.19;75376.87;0;76.18;15521.45
V;80 t/m 84 jaar;RHENEN;362;350.33;917365.89;240379.72;9087.98;41283.77;36189.78;51598.38;63018.97;129296.82;4392.94;13019.38;6484.55;1045.78;31247.1;0;0;0;0;55.31;0;130308.23;61159.41;556006.49;2402.74;0;0;5912.46
V;80 t/m 84 jaar;RIDDERKERK;1051;1026.33;3222172.18;790602.59;115476.31;116411.44;130259.73;92856.28;84509.79;317265.28;57077.99;77650.43;18668.41;8270.84;152344.03;0;0;8752.76;71100.18;142.78;0;346550.58;374771.44;1711144.21;3272.08;0;2357.36;34731.65
V;80 t/m 84 jaar;RIJSSEN-HOLTEN;586;571.64;1875167.96;515396.5;8443.09;66095.38;84282.15;84983.99;97480.79;237953.25;32991.73;44487.34;17124.24;6106.28;86890.23;0;0;848.64;0;746.42;0;146225.19;60548.72;1115611.85;550.29;0;937.37;22194.41
V;80 t/m 84 jaar;RIJSWIJK;1062;1039.8;3432979.66;792396.23;124631.48;101774.38;96352.41;75615.01;109094.98;323855.64;59575.76;93890.33;25216.18;11315.66;200858.87;0;0;728.75;0;5994.44;0;451821.64;199113.89;1477986.24;12922.51;0;1173.39;37153.96
V;80 t/m 84 jaar;ROERDALEN;418;407.74;1322586.53;369093.47;28490.55;47469.76;71924.74;47511.26;37285.63;152732.73;24971.4;66425.87;19611.38;2746.46;67284.3;0;0;1348.86;0;915;0;161356.8;56093.3;480609.28;0;0;0;25655.56
V;80 t/m 84 jaar;ROERMOND;988;965.32;2856684.92;840266.14;38999.99;114812.23;133134.58;88554.47;77943.16;284101.4;63130.07;120474.31;40165.61;8522.96;125778.32;0;0;2164.97;30027.36;11084.18;0;372325.96;173622.27;1131130.27;26899.26;0;0;32135.21
V;80 t/m 84 jaar;ROOSENDAAL;1384;1352.41;4387996.77;1093266.61;140146.76;158441.49;129385.41;134537.27;96730.2;475324.48;73340.49;117135.01;35894.93;27558.03;174139.69;0;0;3907.65;0;135410.96;0;556239.86;149177.87;2057613.07;21849.81;0;0;35635.04
V;80 t/m 84 jaar;ROTTERDAM;7948;7724.64;25312034.13;6422827.44;888627.42;869404.95;983670.35;929623.93;845194.11;2712396.5;404510.98;515522.88;162998.74;77935.65;1293334.63;0;0;13924.03;28761.04;146533.78;0;3738996.89;1897600.83;12593323.18;51581.09;0;28922.79;219014.01
V;80 t/m 84 jaar;ROZENDAAL;30;30;97604.97;14862.86;0;3704.56;2509.64;2895.37;5221.44;6908.43;64.17;371.6;16.36;0;366.18;0;0;1434.96;0;0;0;0;0;24841.97;2502.4;0;0;2480
V;80 t/m 84 jaar;RUCPHEN;372;354.95;985327.78;302456.97;38137.96;41293.34;42407.88;48646.67;24103.97;134423.01;19920.91;37251.24;6848.27;8417.53;48160.87;0;0;1173.8;0;35.29;0;138323.55;23144.8;667834.43;4841.41;0;0;3881.23
V;80 t/m 84 jaar;S GRAVENHAGE;6145;5978.55;20481711.68;5219871.27;636504.27;631354.82;821027.72;627349.15;635587.69;1891461.02;282945.22;503951.84;152264.27;56170.77;1201743;0;0;13054.58;43579.36;65628.84;0;1888298.48;1417096.15;8815314.96;113790.14;0;8553.59;153887.51
V;80 t/m 84 jaar;S HERTOGENBOSCH;2189;2136.35;6767330.48;1665156.51;155529.61;250310.83;343882.44;220230.29;187967.53;711440.05;103024.39;209897.93;58067.68;28428.32;282445.12;0;0;5318.26;0;11990.55;0;502767.03;303876.16;1983584.44;26648.38;0;53.02;25715.66
V;80 t/m 84 jaar;SCHAGEN;907;886.2;2795497.86;577995.78;45563.04;102442.69;96170.13;122098.67;87752.19;265913.86;56125.57;39753.95;24169.7;17025.8;87345.28;0;0;20557.8;0;5958.58;0;156941.23;64945.01;1007050.58;0;0;72.69;7221.58
V;80 t/m 84 jaar;SCHERPENZEEL;162;159.01;450384.32;116334.26;679.14;18768.28;25508.03;23203.26;17660.16;37440.63;7266.26;19535.38;4242.38;0;18780.48;0;0;0;0;0;0;88078.87;15568.64;224291.97;39.54;0;0;6609.04
V;80 t/m 84 jaar;SCHIEDAM;1103;1074.55;3734858.87;896946.89;40181.9;28370.53;4864.18;8768.2;245170.15;408451.8;44816.84;50085.1;15711.44;709.27;190145.5;0;0;3826.72;0;52966.66;0;769585.34;367300.4;1505067.25;5290.49;0;23677.2;7965.45
V;80 t/m 84 jaar;SCHIERMONNIKOOG;20;17.74;73922.09;15562.47;0;2173.68;7805.58;180.05;7720.72;2250.34;80.11;987;0;0;2981.24;0;0;0;0;0;0;11833.75;0;39489.75;0;0;0;0
V;80 t/m 84 jaar;SCHOUWEN-DUIVELAND;696;682.35;2029871.85;513083.44;104160.62;77805.52;75636.95;76851.41;62985.28;174926.52;24924.92;52042.28;10971.86;43437.07;85093.98;0;0;0;0;32386.17;0;85857.29;273194.19;1037974.73;0;0;0;17561.14
V;80 t/m 84 jaar;SIMPELVELD;240;236.23;510110.06;163228.02;70109.37;28676.24;32306.19;34806.85;23305.99;72625.4;4675.82;18334.51;8359.11;259.52;17866.45;0;0;1227.39;14841.6;68724.17;0;33453.43;42885.54;366589.42;323.04;0;0;4685.22
V;80 t/m 84 jaar;SINT-MICHIELSGESTEL;539;526.13;1497849.27;424622.02;30589.74;61132.42;82008.99;61205.98;41642.87;141971.07;30796.86;34788.55;8519.86;6237.82;50791.29;0;0;1147.97;0;660.58;0;150270.22;32105.45;479368.53;3647.66;0;0;4946.52
V;80 t/m 84 jaar;SITTARD-GELEEN;1836;1791.24;5691424.68;1543870.91;271526.95;213508.9;308923.09;205521.29;186529.88;652103.94;80119.47;255029.52;85197.46;16743.84;244491.56;0;0;3879.07;22509.76;65944.69;0;746403.77;362559.54;2962291.08;13686.21;0;0;84371.12
V;80 t/m 84 jaar;SLIEDRECHT;447;427.28;1377623.17;353925.5;4861.05;47607.36;43766.28;27447.38;28963.4;115811.38;18052.6;33743.09;6674.29;10294.42;49970.7;0;0;516.91;0;775.29;0;128437.94;78059.63;534074.74;7084.23;0;115.7;3636.52
V;80 t/m 84 jaar;SLUIS;522;510.22;1384300.29;367710.93;8868.05;59623.29;62411.74;50648.76;56060.44;126826.73;20840.07;50788.08;7760.57;17980.16;53037.9;0;0;4109.02;0;323520.93;0;82997.28;39802.68;678450.31;1267.37;0;0;10700.16
V;80 t/m 84 jaar;SMALLINGERLAND;976;957.44;2797392.31;836462.26;33537.1;113904.17;123204.31;127266.38;118849.27;353983.45;38570.62;56221.57;8339.99;21296.82;116826.24;0;0;1219.72;0;54.9;0;424650.58;105995.94;1308587.59;4757.26;0;0;35288.01
V;80 t/m 84 jaar;SOEST;858;844.7;2348066.07;606386.31;45937.81;100062.13;98916.9;68622.48;94510.53;250137.37;32182.42;96126.82;13878.71;6892.54;78727.59;0;0;678.15;0;11350.19;0;170344.74;103545.26;638584.77;2073.65;0;0;17803.58
V;80 t/m 84 jaar;SOMEREN;309;304.96;758556.19;242996.64;52379.1;35762.28;35630.18;70513.8;22145.82;78039.14;30720.7;13270.02;6452.62;5213.28;22825.5;0;0;0;0;0;0;26001.61;7425.9;235379.53;5171.4;0;0;7306.1
V;80 t/m 84 jaar;SON EN BREUGEL;373;368.61;1125082.35;256920.42;6599.51;44549.15;37739.39;84949.06;31412.75;90647.37;17800.27;37620.14;8032.09;335.4;36699.41;0;0;0;0;6673.92;0;64121.9;15616.96;214592.34;1002.49;0;0;13950.56
V;80 t/m 84 jaar;STADSKANAAL;709;687.83;2355134.81;712754.72;108841.74;80339.7;113817.8;106356.87;157305.6;297051.74;61157.84;47344.77;10885.9;22091.98;141637.94;0;0;752.26;0;0;0;138798.36;179534.96;1737774.76;779.4;0;0;13879.42
V;80 t/m 84 jaar;STAPHORST;185;179.24;523136.09;151739.52;0;21421.75;19187.34;22652.33;16487.44;56924.37;4049.25;4864.14;1847.52;3662.87;17148.34;0;0;234.72;0;8663.76;0;118827.74;0;421342.65;237.24;0;0;17570.8
V;80 t/m 84 jaar;STEDE BROEC;309;303.64;1115732.39;203010.25;1708.81;36819.63;48238.77;35229.63;28831.58;81668.18;23726.91;13363.95;8125.07;16747.81;46517.2;0;0;8966.98;0;249;0;48292.41;38778.48;376461.59;514.02;0;0;2688.03
V;80 t/m 84 jaar;STEENBERGEN;387;370.92;1299256.97;302383.58;84256.45;42109.73;52077.19;42191.87;26505.21;116220.03;9045.18;33999.97;11586.08;2419.93;68557.77;0;0;1377.56;0;0;0;130367.59;108306.7;840715.23;2829.78;0;75.48;4772.64
V;80 t/m 84 jaar;STEENWIJKERLAND;779;759.29;2382306.31;665440.26;9468.46;90700.9;93347.12;95425.14;69674.33;253208.72;32999.63;25653.04;15306.39;8450.06;111683.89;0;0;897.17;0;0;0;376960.66;68111.33;1786361.97;27973.6;0;0;28927.4
V;80 t/m 84 jaar;STEIN;529;517.17;1406578.79;443657.16;16924.1;61076.31;88261.24;66644.51;45296.43;195062.87;12065.19;89179.96;20562.66;3376.24;53599.56;0;0;2142.59;0;5145.74;0;85115.84;64382.64;564749.6;1124.79;0;0;21100.57
V;80 t/m 84 jaar;STICHTSE VECHT;991;966.98;3240613.99;720725.31;98943.29;104653.82;160811.02;71033.18;119032.6;316986.95;39680.06;62966.98;37102.2;17606.35;148970.89;0;0;5449.15;13128.85;20262.83;0;450044.94;154459.41;1200662.82;77175.4;0;3497.31;23305.08
V;80 t/m 84 jaar;SUDWEST-FRYSLAN;1652;1609.94;4681513.26;1245541.38;78565.11;194413.75;268970.82;192661.64;223287.4;498824.17;87280.9;93557.27;35984.26;39018.66;224682;0;0;4969.74;0;443.98;0;578665.21;255637.25;2815454.15;2713.69;0;0;20791.8
V;80 t/m 84 jaar;TERNEUZEN;1076;1048.71;3036617.41;824185.58;25661.24;102005.34;108100.59;135938.31;158545.94;348699.05;32140.11;56085.55;17683.08;18377.32;134546.05;0;0;4747.59;0;244305.94;0;263097.42;141417.34;1576982.06;46592.38;0;0;22847
V;80 t/m 84 jaar;TERSCHELLING;102;97.77;337979.38;102639.34;7060.67;11320.21;27442.31;8378.18;27975.5;22967.79;79.28;10476.62;1217.88;5008.29;15977.91;0;0;2064.77;0;50.4;0;67702.76;9099.48;146523.33;0;0;0;1459.85
V;80 t/m 84 jaar;TEXEL;208;206.59;666187.53;148310.9;1052.08;22976.32;28788.16;27960.04;23463.43;50244.34;12415.31;26229.62;26079.4;9883.59;31915.52;0;0;7500.82;0;0;0;42177.04;31792.23;293576.9;0;0;226.83;427.35
V;80 t/m 84 jaar;TEYLINGEN;591;584.48;1535949.01;483272.73;90467.53;67568.49;85503.1;17136.42;69221.83;165670.58;35445.94;40967.7;20488.33;1896.1;45276.82;0;0;1491.02;0;24846.26;0;100726.41;31044.52;525182.37;5387.48;0;376.68;13829.65
V;80 t/m 84 jaar;THOLEN;386;374.3;1316321.27;276935.77;74779.27;42437.56;59187.89;32980.43;21509.65;142724.34;24465.77;25977.02;15928.24;27799.09;58280.04;0;0;981.6;0;969.18;0;129352.17;20666.17;611537.65;0;0;0;2055.37
V;80 t/m 84 jaar;TIEL;542;523.91;1448323.13;390748.26;15076.8;59834.14;61322.69;100883.56;97054.61;187145.07;14530.56;23117.98;18390.02;6760.44;74314.17;0;0;0;0;711.85;0;230901.71;88093.46;663364.07;46114.76;0;0;9943.49
V;80 t/m 84 jaar;TILBURG;2935;2851.84;9105279.18;2374616.22;253923.64;339904.52;470672.1;393609.19;262166.01;928750.84;184189.84;273121.83;92180.99;13287.66;449191.17;0;0;5266.67;10286.1;31808.21;0;927684.04;258094.82;2902717.61;35656.08;0;0;24718.72
V;80 t/m 84 jaar;TUBBERGEN;339;327.7;725511.05;295421.27;33286.17;37010.81;40115.08;35524.14;53343;119806.07;13592.44;57158.05;5410.57;228.19;37769.25;0;0;0;0;816.63;0;34514.13;12821.45;764279.43;867.48;0;0;7736.07
V;80 t/m 84 jaar;TWENTERAND;472;457.05;1194737.61;416826.08;8989.03;52906.21;61957.8;60663.65;76480.28;176495.93;25921.64;48201.56;10061.48;8010.08;60964.39;0;0;0;0;1042.33;0;164644.93;122338.25;1373247.45;288;0;0;23583.15
V;80 t/m 84 jaar;TYNAARLO;666;654.07;2003992.51;467697.87;33278.09;75764.23;108046.63;99193.2;94889.41;171568.45;14665.32;46205.1;7131.5;933.12;104838.14;0;0;160.45;0;443.45;0;292561.98;51503.73;981260.32;0;0;0;14812.73
V;80 t/m 84 jaar;TYTSJERKSTERADIEL;633;621.49;2144354.73;387079.87;73873.33;71550.02;84118.39;82517.98;65313.17;183490.67;34097.94;37324.07;8194.85;12049.12;78850.38;0;0;796.51;0;2003.15;0;228724.35;61210.2;1024567.61;3018.02;0;0;18378.19
V;80 t/m 84 jaar;UITGEEST;184;181.56;465944.16;119743.49;40602.86;21653.65;26213.85;16034.61;20644.11;46594.19;8149;10269.57;3108.48;805.92;25268.63;0;0;463.13;0;2232.73;0;86511.17;1689.49;110710.52;187.9;0;0;7777.89
V;80 t/m 84 jaar;UITHOORN;499;488.97;1764591.58;344664.45;12788.46;58730.52;58748.79;13663.12;68300.5;113230.96;29342.26;44640.38;12618.28;2596.71;73096.32;0;0;1577.29;0;19315.4;0;115793.35;64783.78;457485.27;1701.22;0;448.93;11768.68
V;80 t/m 84 jaar;URK;157;153.73;554778.97;135664.22;1325.81;17953.25;28654.2;18584.31;18922.77;50293.12;6539.48;4136.39;3691.4;388.58;37313.75;0;0;0;0;0;0;13612.21;4256.72;389979.78;425.14;0;0;7313
V;80 t/m 84 jaar;UTRECHT;2986;2916.18;9639977.28;2453221;251936.39;342216.37;432396.98;380323.28;336371.69;973312.32;120620.58;222477.54;83194.78;44141.5;389136.31;0;0;3875.54;0;46721.45;0;1199924.82;203900.42;3730724.56;86449.53;0;503.14;109101.19
V;80 t/m 84 jaar;UTRECHTSE HEUVELRUG;1119;1092.46;3553119.35;767525.13;129487.96;123066.3;160805.05;91465.68;138723.15;351862.82;35697.62;102810.89;39411.24;14155.64;140703.91;0;0;1111.41;0;10899.27;0;451028.31;123245.65;967032.75;4494.09;0;534.44;31726.25
V;80 t/m 84 jaar;VAALS;215;209.1;379161.86;145553.05;49390.12;23524.71;33895.72;26076.31;17118.46;72676.58;2746.09;28318.3;12502.26;2570.92;22530.51;0;0;1349.71;0;84339.27;0;13542.4;35115.41;293832.52;737.84;0;0;9292.7
V;80 t/m 84 jaar;VALKENBURG AAN DE GEUL;418;403.94;900782.31;390132.93;8820.74;47137.3;67119.53;62021.44;34754.21;130698.8;13068.21;72716.65;15527.95;755.36;44160.64;0;0;2382.04;0;6913.49;0;93055.53;104566;424948.94;707.4;0;0;3605.73
V;80 t/m 84 jaar;VALKENSWAARD;683;664.15;2366459.4;584412.38;99327.79;75568.13;72164.2;141371.04;46240.83;191350.88;50230.59;63642.13;14613.07;20976.18;86012.12;0;0;0;0;107978.55;0;264509.1;123218.3;549467.72;5898.51;0;0;22610.17
V;80 t/m 84 jaar;VEENDAM;476;463.34;1524259.72;458061.41;48477.55;54088.94;58576.74;73448.79;82678.75;231915.85;20607.72;22474.65;4677.98;3876.8;92816.3;0;0;0;0;753.37;0;118634.6;94295.03;1146657.39;0;0;0;8240.85
V;80 t/m 84 jaar;VEENENDAAL;955;925.95;2818423.13;930103.79;15371.42;110384.88;123428.42;148188.65;187972.86;346282.32;37163.39;74590.99;36971.61;870.66;116398.68;0;0;233.52;0;0;0;390845.65;31931.89;1499177.81;5797.25;0;0;12610.6
V;80 t/m 84 jaar;VEERE;426;417.91;1180470.35;299090.28;110985.45;47459.13;55596.26;43717.92;35490.48;121430.23;12975.95;28227.83;7497.58;7579.11;46532.85;0;0;1417.41;0;5781.89;0;23456.23;33157.2;443746.8;4828.28;0;0;6017.08
V;80 t/m 84 jaar;VELDHOVEN;851;834.47;2699856.4;661150.34;61578.96;99134.86;94638.58;165170.32;67683.73;274062.35;82385.26;99439.14;33826.28;958.46;77096.63;0;0;1539.08;0;6920.03;0;207388.58;67226.88;1027543.78;27996.74;0;0;21086.27
V;80 t/m 84 jaar;VELSEN;1155;1127.3;3727392.8;765753.48;109567.19;129361.69;139191.23;122989.66;98411.1;355191.44;50048.5;98551.92;26601.69;42107.74;169162.37;0;0;1165.29;0;214.98;0;414859.18;280643.14;1303115.06;8182.43;0;0;37748.04
V;80 t/m 84 jaar;VENLO;1824;1780.83;6824520.15;1708332.41;153015.35;209373.69;237059.83;370374.88;145735.51;635099.26;86734.58;225279.09;71995.42;30877.49;268089.41;0;0;8540.14;0;12876.6;0;396980.37;78669.22;2656098.58;32507.61;0;200.95;24512.54
V;80 t/m 84 jaar;VENRAY;820;802.07;2802639.81;719322.73;86081.05;93586.19;103192.98;170880.63;68979.29;282090.23;78231.35;77951.81;26318.64;7137.42;147017.95;0;0;5623.71;0;10497.37;0;204545.19;41139.39;1202638.06;18478.25;0;0;10930.02
V;80 t/m 84 jaar;VIJFHEERENLANDEN;924;901.9;2832485.11;775273.2;112660.79;104228.24;118557.93;72320.8;70719.11;297311.84;48393.55;75664.19;18210.9;13670.68;111411.86;0;0;737.9;0;2011.05;0;241389.26;167542;1540085.68;81238.37;0;0;13098.63
V;80 t/m 84 jaar;VLAARDINGEN;1281;1250.81;3545822.53;925153.46;24945.09;43756.39;9424.78;6725.5;265937.6;364229.56;60819.27;72076.87;19302.1;8542.88;145054.55;0;0;1096.5;0;21175.36;0;556977.78;157397.09;2031856.28;2895.81;0;9311.59;7938.79
V;80 t/m 84 jaar;VLIELAND;15;14.91;43690.19;17593.7;1357.41;1826;2360.1;128.95;5094.34;3659.03;0;0;92.21;0;2250.13;0;0;0;0;0;0;0;1521;13388.85;0;0;0;0
V;80 t/m 84 jaar;VLISSINGEN;814;791.64;2403781.62;654873.91;95529.33;94354.07;96484.45;110995.65;78151.09;215065.42;39943.14;76949.71;29522.84;7359.48;125310.61;0;0;1434.96;0;10677.11;0;276179.44;151474.92;1513483.85;2538.61;0;0;21766.35
V;80 t/m 84 jaar;VOERENDAAL;294;290.91;858392.7;276077.89;25389.16;34857.32;44603.12;39984.03;26600.64;89970.29;11472.25;42103.8;12619.83;3111.52;32465.08;0;0;0;0;4447.59;0;136852.7;31674.8;352395.98;2369.28;0;0;12464.31
V;80 t/m 84 jaar;VOORSCHOTEN;544;532.82;1587218.28;356821.3;52735.7;62253.3;74231.52;16496.29;57203.58;163520.53;15974.09;39845.95;13840.99;423.73;58316.51;0;0;4043.19;0;75;0;166135.32;68556.32;530697.62;8760.12;0;0;13928.79
V;80 t/m 84 jaar;VOORST;470;462.79;1425526.39;358693.15;107927;54126.85;65132.38;74333.34;63320.13;164805.54;23838.54;25525.71;14533.75;0;52445.25;0;0;1854.22;0;819.81;0;226672.23;62153.08;615166.55;909.18;0;0;25701.93
V;80 t/m 84 jaar;VUGHT;559;536.95;1802604.19;381040.09;65190.23;62436.31;71039.26;50647.79;39591.96;172204.11;25079.79;30200.61;17725.32;5789.94;56871.05;0;0;0;0;723.47;0;64868.71;66513.51;397319.1;307.36;0;0;38821.89
V;80 t/m 84 jaar;WAADHOEKE;719;704.75;1742734.52;560495.72;34040.72;84848.12;126823.14;86815.79;88737.12;216198.18;19847.81;61702.93;24657.45;12821.32;74626.35;0;0;1477.97;0;614.29;0;162928.5;85026.39;1392763.58;5894.08;0;0;13562.11
V;80 t/m 84 jaar;WAALRE;382;377.31;922156.5;270295.38;50408.81;45320.64;39414.08;52377.02;24568.71;110662.88;18945.25;50250.7;15922.13;4001.2;25972.48;0;0;1291.46;0;19491.1;0;23788.26;28164.6;323525.61;1518.61;0;0;10607
V;80 t/m 84 jaar;WAALWIJK;847;825.93;2736222.14;696048.42;8935;98052.59;169782.76;109964.04;71200.3;316723.8;45643.18;86793.82;37222.07;7721.32;121879.19;0;0;1514.18;0;25016.8;0;315077.34;98568.01;717727.65;1609.93;0;0;20428.47
V;80 t/m 84 jaar;WADDINXVEEN;475;468.75;1429371.46;370981.09;29093.29;55127.03;79322.58;38314.79;45083.35;134159.87;20608.66;15693.1;19598.98;3202.48;66361.92;0;0;2094.36;0;55.12;0;226701.86;70095.59;678220.78;2523.39;0;54.72;12925.11
V;80 t/m 84 jaar;WAGENINGEN;556;538.64;1750446.26;440821.61;172976.67;58470.66;72842.26;70474.91;111623.7;155459.55;20788.38;57848.54;22202.12;5057.04;82426.04;0;0;1873.98;0;9107.36;0;125357.59;83518.6;580827.74;6649.77;0;0;5469.45
V;80 t/m 84 jaar;WASSENAAR;644;626.53;1657020.07;453021.11;58634.57;71006.12;86015.33;64239.86;68077.88;183601.62;12172.01;53633.5;12747.32;3621.97;83838.42;0;0;3892.64;0;11773.02;0;155227.49;64596.68;442142.02;4514.9;0;0;8562.77
V;80 t/m 84 jaar;WATERLAND;317;309.66;886009.37;212199.44;31075.42;36364.94;48090.83;26878.94;32597.7;85368.51;11928.61;28471.18;6119.44;1520.98;44194.55;0;0;1621.11;0;122.77;0;48488.4;38237.99;272572.99;0;0;505.84;11015.01
V;80 t/m 84 jaar;WEERT;1013;988.77;3303081.67;799034.64;28284.3;113646.49;116573.89;145738.09;79044.91;319766.01;69705.51;111937.28;37818.93;28684.44;106619.83;0;0;6839.49;0;1280.61;0;282958.73;53444.59;713286.97;23236.31;0;39.62;63702.13
V;80 t/m 84 jaar;WEST BETUWE;732;717.43;2060265.5;547408.61;17010.55;79547.94;78594.34;106552.23;94586.9;233778.12;41393.29;72058.86;9430.77;5707.17;98359.9;0;0;2505.6;0;22.88;0;195392.25;89829.9;1165471.07;8216.46;0;0;11745.8
V;80 t/m 84 jaar;WEST MAAS EN WAAL;314;305.57;1038908.89;206209.84;6538.09;34066.09;44549.43;38290.48;30667.24;91195.64;18634.92;23138.88;13681.04;7460.36;39457.7;0;0;0;0;11436.63;0;187183.57;25913.98;360460.98;289.96;0;0;2499.43
V;80 t/m 84 jaar;WESTERKWARTIER;1001;977.71;3269368.44;760624.08;95238.38;115418.5;175182.72;182474.56;221313.8;300900.3;45149.16;55213.16;12647.37;7652.3;182882.61;0;0;828.37;0;0;0;522890.44;83180.79;1429710.67;539.64;0;0;13524.38
V;80 t/m 84 jaar;WESTERVELD;432;420.84;1266677.74;319938.65;32256.15;49744.52;67544.97;42303.67;48123.32;180165.09;15655;35861.14;9819.24;7864.12;52679.91;0;0;1335.77;0;246;0;105272.03;92649.14;738682.42;5469.02;0;0;18160.27
V;80 t/m 84 jaar;WESTERVOORT;182;180.25;572575.39;148837.31;9964.51;20811.45;21742.32;25690.91;31145.25;61044.64;4377.32;13690.22;3471.78;0;24691.44;0;0;0;0;0;0;105357.13;56385.8;325336.49;1406.34;0;0;1992.17
V;80 t/m 84 jaar;WESTERWOLDE;454;440.99;1504801.52;364160.16;28125.69;52192.34;69921.06;71625.86;86151.58;180079.43;23847.88;37104.09;5624.22;727.16;104476.97;0;0;0;0;11396.56;0;85030.59;153721.79;1314952.05;2811.16;0;0;7679.79
V;80 t/m 84 jaar;WESTLAND;1749;1710.82;4863607.51;1202600.82;204782.19;105637.92;9962.45;10864.16;323231.35;460815.01;87537.35;91687.78;37052.25;2000.67;239056.3;0;0;3798.42;0;12908.91;0;450847.85;261290.67;1529799.75;13909.46;0;14127.93;25355.03
V;80 t/m 84 jaar;WESTSTELLINGWERF;547;530.98;1631630.09;423338.16;56657.73;62783.14;67008.14;90250.41;66488.57;175809.52;38918.7;34309.02;8101.85;16705.34;77923.71;0;0;449.03;0;1222.18;0;137385.06;80465.01;719976.18;22562.96;0;0;20251.25
V;80 t/m 84 jaar;WESTVOORNE;333;324.19;1122090.97;314673.15;10938.62;37551.01;51302.12;34064.9;27831.43;82903.44;15189.4;33597.98;7011.19;156.96;74213.6;0;0;2823.29;0;353.38;0;36054.24;38602.8;406644.32;0;0;0;5391.7
V;80 t/m 84 jaar;WIERDEN;410;403.19;1108252.07;347584.9;6759.3;47597.85;68340.06;52571.79;69936.34;131118.1;31294;24165.58;5570.42;7409.58;40552.33;0;0;0;0;11804.56;0;80620.55;49556.88;743878.23;17465.93;0;36.33;16004
V;80 t/m 84 jaar;WIJCHEN;669;660.09;2140275.08;530478.55;7982;76663.06;100437.76;71367.14;54169.04;208814.93;40683.32;69657.44;26182.3;10399.17;73985.26;0;0;1228.37;0;164.3;0;348189.26;46684.61;817531.15;11254.07;0;0;21701.13
V;80 t/m 84 jaar;WIJDEMEREN;439;430.8;1520624.27;308655.44;21636.88;50359.21;73065.63;41626.05;47532.85;111127.24;8305.88;29433.62;11596.38;7031.32;68317.84;0;0;1624.88;0;10689.15;0;260144.7;98216.91;400488.62;5733.38;0;0;11959.69
V;80 t/m 84 jaar;WIJK BIJ DUURSTEDE;315;307.88;835894.96;199743.82;17517.71;34321.79;39770.05;30555.19;33818.36;84670.44;15802.6;35141.27;8219.95;495.25;30659.77;0;0;347.94;0;153;0;123791.77;9083.4;213021.31;984.86;0;0;5208.07
V;80 t/m 84 jaar;WINTERSWIJK;571;563.5;1557265.59;453962.32;56202.92;65955.85;59461.87;69371.21;72561.96;173594.15;39148.39;33943.53;8452.89;3422.9;50352.45;0;0;5184.01;0;4936.79;0;109133.78;99749.94;851761.37;1300.5;0;0;12213.41
V;80 t/m 84 jaar;WOENSDRECHT;453;441.24;1202801.94;353442.42;70768.46;51103.75;53832.61;53821.35;33191.1;118756.19;22356.43;24053.37;15224.35;1669.6;72978.85;0;0;1813.59;0;70392.01;0;118834.19;85599.87;601321.19;2535.31;0;376.68;13437.86
