geslacht;leeftijdsklasse;gemeentenaam;aantal_bsn;aantal_verzekerdejaren;kosten_medisch_specialistische_zorg;kosten_farmacie;kosten_huisarts_inschrijftarief;kosten_huisarts_consult;kosten_huisarts_mdz;kosten_huisarts_overig;kosten_hulpmiddelen;kosten_mondzorg;kosten_paramedische_zorg_fysiotherapie;kosten_paramedische_zorg_overig;kosten_ziekenvervoer_zittend;kosten_ziekenvervoer_liggend;kosten_kraamzorg;kosten_verloskundige_zorg;kosten_grensoverschrijdende_zorg;kosten_eerstelijns_ondersteuning;kosten_geriatrische_revalidatiezorg;kosten_eerstelijnsverblijf;kosten_verpleging_en_verzorging;kosten_gzsp;kosten_integrale_geboortezorg;kosten_innovatiegelden_ggz;kosten_overig;kosten_consulten_ggz;kosten_intramuraal_verblijf_ggz;kosten_overige_prestaties_ggz
M;25 t/m 29 jaar;ALBRANDSWAARD;514;500.99;198341.44;167566.97;33303.49;11929.88;8606.19;24950.79;9914.66;1367.28;2858.87;1374.04;969;9528.38;0;0;323.08;0;0;0;0;0;0;0;127.15;348866.96;1739074.88;17170.65
M;25 t/m 29 jaar;ALKMAAR;3463;3380.09;1745242.56;287280.08;236657.55;83213.69;15223.1;175289.91;130150.5;11443.33;24938.95;7076.89;8061.8;55495.99;0;0;19315.34;0;0;0;29740.15;0;0;0;1347.83;1103005.93;630634.71;86935.24
M;25 t/m 29 jaar;ALMELO;2332;2240.3;1072007.52;688430.79;156785.3;67488.27;28441.92;145238.78;69069.76;23470.61;25543.24;11603.41;4094.8;34793.26;0;0;14284.83;0;0;0;12303.14;31561.49;0;0;2231.98;648845.2;489740.3;45387.23
M;25 t/m 29 jaar;ALMERE;6947;6687.38;2988945.04;829500.59;456732.18;206306.95;169316.81;425713.17;268116.54;36917.3;78565.48;18225.86;23739.85;92188.76;0;0;35658.84;0;0;0;71766.74;13823.69;0;0;150633.49;1902300.45;734550.79;62263.31
M;25 t/m 29 jaar;ALPHEN AAN DEN RIJN;3346;3268.78;1343788.49;292302.95;219502.16;82899.03;57793.39;214654.78;112537.02;8074.48;27032.57;6530.74;524.6;29721.36;0;0;17244.13;0;0;0;25936.46;0;0;150.42;6439.05;836165.7;186816.69;14955.81
M;25 t/m 29 jaar;ALPHEN-CHAAM;264;255.02;97156.39;25740.09;17136.44;6919.02;1515.76;9721.55;12014.31;0;5391.84;1489.52;79.08;2572.66;0;0;126.15;0;0;0;0;10790.52;0;0;57.77;43871.85;8530.63;0
M;25 t/m 29 jaar;ALTENA;1596;1554.95;704574.5;159804.98;106274.25;42623.26;73086.17;61982.87;67407.51;4931.28;18681.63;4436.46;0;30282.85;0;0;3191.1;0;0;0;19909.6;40550.16;0;0;502.18;345851.29;175180.18;17319.49
M;25 t/m 29 jaar;AMELAND;131;124.74;70955.02;12844.52;8173.94;2414.57;1672.75;13964.49;34.98;188.7;673.05;0;0;5548.52;0;0;0;0;0;0;0;0;0;0;0;6982.82;0;0
M;25 t/m 29 jaar;AMERSFOORT;5014;4900.1;2182219.49;678458.47;334049.27;145942.79;90285.08;292488.7;254322.64;26610.8;54528.1;17227.79;4054.74;49846.86;2258.8;0;30072.09;0;0;0;21274.36;0;0;206.31;2056.16;1856480.69;662089.82;35615.12
M;25 t/m 29 jaar;AMSTELVEEN;2300;2115.56;877759.47;252581.33;132535.15;57907.16;36583.1;118199.03;55602.64;16007.99;21682.2;5485.8;0;21258.12;0;0;10826.52;0;0;0;0;15702.88;0;0;2491.48;709913.35;358012.31;48728.24
M;25 t/m 29 jaar;AMSTERDAM;47358;44186.55;18264375.84;5664522.2;2909705.08;1332049.83;518263.08;2292107.22;1166307.79;185811.6;450777.63;146235.19;34859.87;544594.92;108.82;0;572055.69;0;0;2243.47;226812.99;56491.62;0;445.99;73134.75;13964416.17;6384278.54;584927.23
M;25 t/m 29 jaar;APELDOORN;4610;4505.55;2061624.09;840172.73;309171.2;123332.12;18248.8;261068.1;170325.54;36091.06;43158.86;16481.75;9436.57;60756.31;0;0;35887.68;0;29883.89;0;19504.73;39235.34;0;0;36021.1;1237074.83;547217.52;51261.2
M;25 t/m 29 jaar;ARNHEM;6872;6667.42;3010813.63;1145984.66;451237.6;210071.68;104721.4;388621.77;184275.78;50706.64;67633.19;35394.11;8998.77;97200.43;0;0;59225.79;0;0;0;12487.8;2983.41;0;78.12;19493.08;2535843.89;778241.48;62645.22
M;25 t/m 29 jaar;ASSEN;1920;1891;1008570.19;216612.4;132556.8;57429.47;44537.65;112790.83;62440.28;19111.32;18528.23;5939.35;4737.44;38020.76;0;0;7258.63;0;0;0;12234.86;4302.34;0;0;2722.76;1033560.58;785220.82;43079.65
M;25 t/m 29 jaar;ASTEN;546;525.43;236908.59;27637.75;35733.75;13062.15;1245.39;18996.06;19433.55;795.21;7481;2233.55;0;2483.06;0;0;240.39;0;0;0;708.66;0;0;0;610.3;47754.13;0;924.07
M;25 t/m 29 jaar;BAARLE-NASSAU;158;154.47;54600.08;9024.03;10394.97;4406.37;726.26;6536.71;6825.42;0;0;209.04;0;1779.32;0;0;3386.6;0;0;0;0;15018.9;0;0;56.89;31046.88;6939.66;0
M;25 t/m 29 jaar;BAARN;495;482.56;183051.53;40898.21;29949.91;12553.65;8982.8;21828.6;12273.57;1803.3;3742.21;633.13;0;5822.18;0;0;1031.91;0;0;0;220.74;0;0;0;4018.1;197659.87;61782.22;6236.87
M;25 t/m 29 jaar;BARENDRECHT;1038;1022.33;485651.92;133793.68;69946.37;27019.64;18505.67;50101.12;24291.76;9394.88;11369.74;5693.36;0;11756.36;0;0;10658.69;0;0;0;17042.79;0;0;62.39;332.97;172654.38;40094.72;2924.97
M;25 t/m 29 jaar;BARNEVELD;1853;1818.58;821260.71;177376.23;125415.44;45899.51;31218.41;109180.61;76885.81;6092.05;23061.75;6992.74;561;13869.84;0;0;6501.26;0;0;0;3109.38;0;0;0;998.34;299791.13;15317.02;4970.31
M;25 t/m 29 jaar;BEEK;389;383.39;161510.53;20474.06;26295.88;11369.82;1923.49;19539.77;24348.21;3236.53;6773.7;2938.79;0;3334.64;0;0;4687.74;0;0;0;2595.62;0;0;0;669.6;94316.91;7836.86;720.96
M;25 t/m 29 jaar;BEEKDAELEN;834;826.36;550390.57;87195.21;56410.9;24718.81;3162.73;51891.68;39195.61;3760.5;17607.82;3137.33;90.32;8405.32;0;0;7858.66;0;0;0;8647.99;41359.29;0;0;214.69;218650.19;98581.12;776.65
M;25 t/m 29 jaar;BEESEL;300;293.82;159849.99;23702.7;20432.57;8064.26;8263.16;12000.54;16723.03;5393.15;13264.24;2111.64;79.08;1922.68;0;0;1146.57;0;0;0;0;0;0;0;151.14;92970.67;392.59;2218.22
M;25 t/m 29 jaar;BERG EN DAL;872;847.39;398485.96;62971.15;55766.36;24847.24;4331.13;43082.61;20434.76;3902.6;1437.91;5449.4;2145;13638.72;0;0;3518.77;0;0;0;0;0;0;0;267.93;217812.09;181533.41;12812.9
M;25 t/m 29 jaar;BERGEIJK;531;513.82;328474.12;260683.95;35219.23;14432.27;4056.1;24325.29;10240.41;1152.25;7896.27;524.22;614.76;9947.89;0;0;5086.98;0;0;0;0;0;0;0;57.77;181462.5;135774.48;11959.08
M;25 t/m 29 jaar;BERGEN LB;350;340.5;184392.44;22734.77;24204.22;8455.26;3304.74;23734.4;15178.31;3151.3;2620.61;1238.35;1097.64;5037.8;0;0;1148.01;0;0;0;0;1277.72;0;0;132.27;45440.94;0;0
M;25 t/m 29 jaar;BERGEN NH;542;521.54;313009.15;34163.82;34869.63;12543.97;1723.69;24155.09;8839.45;1312.47;4895.15;2425.45;0;9197.14;0;0;3785.47;0;0;0;0;0;0;0;39096.32;67847.05;0;2688.62
M;25 t/m 29 jaar;BERGEN OP ZOOM;1893;1817.37;707235;214184.35;123658.56;50141.1;6881.15;93486.32;65917.43;20184.68;12438.85;4886.51;1808.3;48106.26;0;0;10797.68;0;0;0;4782.73;14655.51;0;0;404.42;436501.59;508590.17;26010.52
M;25 t/m 29 jaar;BERKELLAND;1075;1064.22;552262.85;78192.05;74326.1;24684.25;1410.95;53474.65;34232.01;8817.46;27940.19;2045.65;17946.86;7794.14;0;0;7863.12;0;0;0;2014.02;10752.9;0;0;356.6;197101.15;83609.01;6216.44
M;25 t/m 29 jaar;BERNHEZE;922;891.44;403187.98;82069.81;60278.43;28350.65;2291;40995.13;15887.6;2858.98;14214.62;4212.68;2145.36;9295.7;0;0;7753.78;0;0;0;1556.61;0;0;0;274.2;149858.9;36496.34;6371.16
M;25 t/m 29 jaar;BEST;874;832.86;255109.7;118508.44;56502.03;27667.62;10242.76;34186.15;32719.49;3771.27;2627.37;3145.87;892.2;4961.64;0;0;4808.35;0;0;0;1592.75;10583.64;0;0;0;191279.71;27355.11;740.73
M;25 t/m 29 jaar;BEUNINGEN;658;648.48;266254.6;50145.19;46343.99;19782.36;3330.48;34191.07;22408.97;77.87;2524.63;1736.61;0;5078.12;0;0;2765.14;0;0;0;0;0;0;0;0;187834.05;15322.51;1454.02
M;25 t/m 29 jaar;BEVERWIJK;1413;1369.38;839317.68;329696.51;93268.83;39131.04;31559.01;74255.68;45550.44;9947.49;9177.16;3567.51;1083.24;26653.26;0;0;28720.96;0;0;0;0;0;0;0;846.15;539381.21;197073.87;26979.47
M;25 t/m 29 jaar;BLADEL;610;592.11;314468.26;278490.23;40850.39;15204.61;4963.05;23036.08;15059.69;2879.22;5374.8;2302.1;15.72;6081.36;0;0;65373.17;0;0;0;718.75;0;0;0;63.35;130385.03;23637.8;4653.63
M;25 t/m 29 jaar;BLARICUM;133;130.57;192854.86;18748.6;8729.63;3745.27;2995.97;6135.98;8075.79;3045.36;4230.6;243.88;0;6336.21;0;0;3851.19;0;0;0;0;0;0;0;641.98;102068.46;111769.74;6385.63
M;25 t/m 29 jaar;BLOEMENDAAL;268;261.66;164553.27;35136.03;17799.47;7499.44;6284.73;14566.86;5027.82;1902.32;1462.98;940.5;0;2024.26;0;0;821.3;0;0;0;0;0;0;0;0;146390.73;150464.34;5921.12
M;25 t/m 29 jaar;BODEGRAVEN-REEUWIJK;978;944.86;301517.48;216029.66;64299.17;20725.78;15302.76;48574.53;46529.41;1962.55;8297.31;3123.98;0;9237.46;0;0;56568.57;0;0;0;824.72;0;0;0;577.23;118049.33;12572.38;14461.15
M;25 t/m 29 jaar;BOEKEL;366;357.66;124163.48;17446.35;24165.73;11676.24;1221.34;16101.03;9251.79;2135.97;8223.49;2994.58;0;7961.07;0;0;1978.48;0;0;0;4529.47;0;0;0;284.54;56489.71;102419.47;1675.88
M;25 t/m 29 jaar;BORGER-ODOORN;594;588.78;306770.56;231668.38;41430.85;16184.92;13301.76;33377.98;16810.22;3642.9;8724.35;576.44;0;8938.1;0;0;384.62;0;0;0;55292.61;0;0;0;175;99740.87;30090.72;4116.41
M;25 t/m 29 jaar;BORNE;591;580.45;408601.72;51139.8;39586.76;16084.1;6540.67;30741.08;34196.27;1298.56;13251.35;8732.06;0;9688.77;0;0;14811.58;0;0;0;2678.4;0;0;0;2122.1;129020.71;60341.22;799.46
M;25 t/m 29 jaar;BORSELE;640;634.48;536208.12;62693.46;44285.09;15425.43;2648.36;43215.07;29098.41;5601.19;9065.23;3123.9;10551.72;17120.3;0;0;36389.76;0;0;0;2654.25;0;0;0;29287.14;154999.57;116641.51;866.29
M;25 t/m 29 jaar;BOXTEL;926;890.06;334574.88;129781.47;59783.36;27692.73;4469.53;38745.85;35925.97;1620;10462.48;4762.08;0;8950.65;0;0;8478.57;0;0;0;0;0;0;0;727.74;200188.38;34050.88;3856.27
M;25 t/m 29 jaar;BREDA;6832;6621.65;3288039.48;800916.36;454843.59;184494.48;93896.01;282993.73;289178.6;29966.09;97655.09;26841.59;16489.81;100539.46;0;0;91461.17;0;0;0;39079.66;14847.3;0;126.68;39968.24;1905885.89;543740.33;51515.01
M;25 t/m 29 jaar;BRONCKHORST;778;773.12;499273.88;80894.71;53969.89;20276.96;5174.97;39023.94;35636.94;8253.94;16380.17;3578.38;2440.44;6945.2;0;0;2724.27;0;0;0;15211.66;906.48;0;0;142.61;194616.91;118304.02;1295.86
M;25 t/m 29 jaar;BRUMMEN;489;483.65;396552.01;31661.6;33434.05;14058.61;1369.55;26946.74;21190.97;2994.56;5253.46;685.4;1271.12;5929.7;0;0;5262.31;0;0;0;364.32;0;0;0;117.86;105702.04;107276.88;4681.64
M;25 t/m 29 jaar;BRUNSSUM;697;677.5;481644.73;340349.51;46878.94;24598.87;2773.16;50004.85;37328.51;911.6;4840.51;1548.38;31284.97;6794.72;28.1;0;3827.58;0;0;0;15087.66;16208.23;0;0;156929.4;292059.47;64771.57;7736.36
M;25 t/m 29 jaar;BUNNIK;296;285.01;120464.67;22259.94;19416.22;8989.2;4984.41;15562.02;14456.71;0;3237.05;1609.26;0;1716.6;0;0;869;0;0;0;0;0;0;0;160.04;88933.82;0;1573.75
M;25 t/m 29 jaar;BUNSCHOTEN;730;713.27;317094.17;165324.13;47765.39;22963.4;11053.82;35840.16;9774.31;1727.17;6683.63;1566.79;496.5;5947.62;0;0;538.21;0;0;0;131.3;0;0;0;0;183408.45;13539.37;4072.28
M;25 t/m 29 jaar;BUREN;679;658.2;237893.79;34259.1;45019.45;17310.33;4762.02;34658.3;12629.83;5589.83;13730.64;2227.92;1348.99;10069.91;0;0;960.15;0;0;0;2629.21;476.08;0;0;72.56;74672.46;6363.56;0
M;25 t/m 29 jaar;CAPELLE AAN DEN IJSSEL;1972;1906.63;809569.76;180084.73;135201.32;51084.36;39501.13;108419.34;87660.49;17393.83;12082;5156.07;0;32806.68;1912.73;1147.22;3494.45;0;0;0;35023.25;0;0;0;5262.03;531818.13;440817.51;15758.85
M;25 t/m 29 jaar;CASTRICUM;861;852.49;502362.72;56315.44;59602.36;21975.45;3537.66;39058.58;38260.89;3702.56;11878.55;6071.39;0;15026.44;0;0;16061.21;0;0;0;0;378.54;0;0;683.06;197384.56;27756.15;5139.7
M;25 t/m 29 jaar;COEVORDEN;796;786.87;439980.44;92023.68;55791.01;24740.8;17938.54;45402.72;19766.77;817.94;6941.6;2276.21;0;9725.78;0;0;1354.41;0;0;0;0;0;0;0;1508.72;147399.57;38209;849.39
M;25 t/m 29 jaar;CRANENDONCK;601;587.53;294609.2;276322.52;40074.78;17053.18;4078.68;26587.75;16107.06;1699.6;9234.46;5023.79;7205.76;5763.28;0;0;26189.77;0;0;0;4964.89;4937.52;0;0;0;75636.63;25043.13;11672.35
M;25 t/m 29 jaar;CULEMBORG;764;742.67;353074.1;45971.36;51261.66;24734.42;6357.21;37818.01;8885.45;6096.18;13343.47;2958.9;1828.88;17208.96;0;0;4999.55;0;0;0;242.88;0;0;0;76.53;219605.1;67060.11;10462.21
M;25 t/m 29 jaar;DALFSEN;735;726.61;604839.39;46298.56;49842.57;14896.96;3279.67;37447.18;37477.36;9950.42;5937.02;1907.37;1647.44;6620;0;0;798.49;0;0;0;1612.94;0;0;37.18;159.4;147225.3;30721.68;873.66
M;25 t/m 29 jaar;DANTUMADIEL;494;490.94;183016.6;42444.48;35365.65;12420.37;3611.88;31677.99;31377.71;4159.07;8054.21;1660.37;2121.92;6297.06;0;0;0;0;0;0;2142.63;0;0;0;618.62;135109.94;51859.28;5674.33
M;25 t/m 29 jaar;DE BILT;776;752.49;373505.89;80148.72;50861.18;21194.97;13989.05;43673.99;22822.79;4069.6;8275.25;3201.65;0;12258.5;0;0;4103.41;0;0;0;0;0;0;165.01;607.36;279462.85;115749.18;6867.99
M;25 t/m 29 jaar;DE FRYSKE MARREN;1258;1235.4;349403.75;103130.5;86106.52;30165.95;10393.74;72194.9;49039.22;7154.1;9489.7;3482.82;904.04;10815.98;0;0;861.57;0;0;0;1447.94;0;0;0;1520.99;218498.73;36861.52;4915.58
M;25 t/m 29 jaar;DE RONDE VENEN;1035;1015.89;446670.79;55976.41;69596.17;26168.05;14561.78;58453.72;33561.62;6665;13547.89;3428.25;0;10245.84;0;0;8807.81;0;0;0;0;0;0;0;211.09;247138.3;174756.6;16085.91
M;25 t/m 29 jaar;DE WOLDEN;536;526.09;290348.67;201657.22;36630.64;14676.38;13901.1;25745.75;27748.58;2546.67;2548.68;1135.64;0;6548.74;0;0;1608.27;0;0;0;2217.05;0;0;0;222.51;81070.64;0;377.79
M;25 t/m 29 jaar;DELFT;6158;5753.73;2134727.72;1247410.96;360956.54;32148.64;42569.6;515661.56;122780.66;13836.87;31868.35;14890.48;5925.56;58102.12;0;0;61586.33;0;16159.03;25231.21;10476.94;40.53;0;408.62;13293.4;1602222.48;691685.47;41485.97
M;25 t/m 29 jaar;DEN HELDER;1528;1491.85;832907.9;388376.01;101015.42;39600.77;3445.37;80776.18;48818.95;13635.99;10028.26;7219.43;12374.09;30249.2;0;0;1021.12;0;0;0;9038.9;0;0;0;8414.75;427728.17;174633.93;22721.41
M;25 t/m 29 jaar;DEURNE;1013;971.7;487002.57;59845.37;66367.16;23518.42;8599.85;39797.04;25261.44;11056.11;15784.67;3632.2;221.64;11779.79;0;0;4642.11;0;0;0;207.2;0;0;0;802.87;161562.7;102212.36;5605.37
M;25 t/m 29 jaar;DEVENTER;3376;3284.85;1787870.8;400857.17;230108.06;95598.24;20602.06;218099.15;143131.45;6111.63;24580.79;15799.93;11777.76;46322.11;0;0;28563.14;0;0;0;33755.39;3189.96;0;0;2267.31;1305797.55;645322.39;28885.14
M;25 t/m 29 jaar;DIEMEN;1504;1388.63;488372.95;126766.23;87831.71;39872.04;12976.05;63711.94;36793.7;8570.08;9499.17;5721.05;192.4;6545.02;0;0;37895.49;0;0;0;0;0;0;0;698.57;350910.85;20351.58;9056.95
M;25 t/m 29 jaar;DIJK EN WAARD;2464;2420.35;1600884.13;231595.63;165353.73;58492.89;10460.7;113469.33;112824.63;8743.25;16654.43;10202.93;2876.68;38652.06;0;0;17085.96;0;0;0;3540.61;649.92;0;0;3855.17;549878.9;739963.13;39893.37
M;25 t/m 29 jaar;DINKELLAND;811;797.99;400275.22;68424.52;55204.49;16026.09;8346.94;36775.59;20908.82;2067.68;10660.12;3641.7;0;9636.18;0;0;5344.43;0;0;0;1053.39;0;0;17.33;78.12;88495.01;94276.55;1120.83
M;25 t/m 29 jaar;DOESBURG;272;269.29;104309.87;77426.16;19629.15;9257.11;8412.51;14373.25;3847.19;3279.52;0;378.44;5805.6;2406.9;0;0;2897.35;0;0;0;0;0;0;0;72.56;82275.25;0;748.77
M;25 t/m 29 jaar;DOETINCHEM;1649;1620.31;1133067.53;135992.08;112993.42;46773.79;15313.85;87132.11;48825.5;19861.01;28855.09;7084.98;613.36;26861.48;0;0;3409.65;0;0;0;13733.2;663;0;0;3061.07;507361.62;214205.89;4806.45
M;25 t/m 29 jaar;DONGEN;781;747.3;306807.1;225616.6;48915.81;19238.58;35928.6;27531.27;20644.74;5881.67;14486.81;2368.73;2407.48;20204.54;0;0;876.75;0;0;0;710;0;0;0;1468.91;188346.05;146727.2;1771.2
M;25 t/m 29 jaar;DORDRECHT;4080;3942.93;2886598.38;564947.65;273328.58;135062.55;46496.48;188052.7;149345.11;17182.48;37460.88;12244.37;989.82;53290.06;0;0;18371.6;0;0;0;2537.76;834.06;0;373.19;4899.21;1165999.52;854129.13;17968.5
M;25 t/m 29 jaar;DRECHTERLAND;522;505.79;399158.09;22625.09;33226.87;11437.7;5368.06;24830.01;22049.12;4248.44;4375.62;1135.17;943.72;5564.98;0;0;1109.97;0;0;0;0;0;0;0;557.25;57303.25;6497.15;141.99
M;25 t/m 29 jaar;DRIMMELEN;714;692.29;284561.48;46274.03;45400.18;16511.13;23383.64;22290.72;36656.07;4021.74;13787.53;1675.12;134.52;6470.32;0;0;6970.77;0;0;0;25204.41;779.76;0;0;1037.43;45011.83;13289.86;0
M;25 t/m 29 jaar;DRONTEN;1188;1145.39;418656.08;83845.46;74538.82;30529.05;6407.36;63650.23;60025.14;13406.98;5753.52;3439.44;6447.36;11167.26;0;0;29949.77;0;0;0;0;0;0;0;127.37;324009.91;46866.38;15193.6
M;25 t/m 29 jaar;DRUTEN;520;510.61;193871.07;53287.09;34688.02;13303.43;2079.19;24139.76;29519.17;995.46;15172.79;2734.61;0;4356.46;0;0;1968.32;0;0;0;35959.73;0;0;0;418.43;72477.56;0;597.42
M;25 t/m 29 jaar;DUIVEN;586;579.45;300302.43;79142.47;39996.33;17481.46;8445.94;30719.33;15706.54;4496.87;4617.76;2642.02;0;1180.89;0;0;4880.54;0;0;0;17133.5;0;0;0;2586.69;140554.55;25041.45;1839.63
M;25 t/m 29 jaar;ECHT-SUSTEREN;784;766.76;352144.16;61950.99;52275.6;23727.95;2303.91;43288.97;41749.12;1431.22;3025.42;1330.29;69.84;7919.58;0;0;13200.6;0;0;0;55316.41;0;0;0;888.45;155735.33;20575.08;5751.34
M;25 t/m 29 jaar;EDAM-VOLENDAM;994;982.87;687148.53;85496.97;68682.29;28684.45;14658.62;56724.05;37330.05;1125.45;13114.94;1489.09;0;12725.6;0;0;2860.93;0;0;0;0;0;0;0;305.72;130168.16;73387.78;7006.26
M;25 t/m 29 jaar;EDE;3888;3782.53;1430994.24;399487.37;258758.21;109135.72;17406.54;211671.17;117716.04;17536.81;21926.86;13254.6;846.93;39636.89;0;0;8899.95;0;0;0;8604.22;3296.91;0;0;15937.46;800776.08;222810.87;27296.35
M;25 t/m 29 jaar;EEMNES;198;194.61;211445.54;23909.08;13408.17;5257.25;4313.73;9538.48;2422.39;473.75;2897.6;402.71;0;1761.4;0;0;326.67;0;0;0;0;0;0;0;575.2;42280.89;0;771.06
M;25 t/m 29 jaar;EEMSDELTA;1114;1093.1;554458.27;90966.91;75918.43;35281.5;22599.76;61944.05;73587.76;3881.29;8341.99;2077.37;8608.26;24571.46;0;0;3228.07;0;0;0;5878.08;0;0;0;28.13;293775.8;235704.7;3674.25
M;25 t/m 29 jaar;EERSEL;614;600.04;298898.59;35199.32;40460.3;15102.55;3687.23;22156.31;16500.25;2163.78;4114.45;181.56;0;6781.28;0;0;2035.9;0;0;0;386.95;0;0;0;1501.08;153938.4;32039.32;972.29
M;25 t/m 29 jaar;EIJSDEN-MARGRATEN;561;546.92;278512.24;43987.51;37356.55;16603.93;11200.15;26020.86;9069.29;3949.48;6859.23;1668.26;2800.32;0;0;0;5726.72;0;0;0;835;0;0;0;496.5;92374.07;11530.4;2355.92
M;25 t/m 29 jaar;EINDHOVEN;12558;11618.13;4454899.97;1058962.26;754645.55;333012.7;173371.69;496715.37;286292.47;39934.27;87590.19;35268.43;2879.95;131523.55;0;0;66333.77;0;4378.29;0;39001.97;64.98;0;0;18099.22;3691139.1;2342144.74;153193.6
M;25 t/m 29 jaar;ELBURG;640;634.23;212032.8;229355.14;43096.9;15323.17;3561.86;32128.34;28412.13;5359.29;22516.34;1504.24;9.96;10333.1;0;0;3894.99;0;0;0;26314.2;0;0;0;0;155196.5;42974.37;839.46
M;25 t/m 29 jaar;EMMEN;2819;2764.43;1745074.36;288053.31;197005.81;104282.22;55936.37;196573.22;152103.56;15615.23;29709.42;6892.72;3029.2;54598.84;0;0;7790.63;0;0;0;60007.37;0;0;0;1857.22;681384.11;148568.93;35100.9
M;25 t/m 29 jaar;ENKHUIZEN;556;538.94;174636.68;30576.8;36644.68;13846.4;6440.7;31983.14;7209;2454.37;2422.84;1368.15;0;7671.34;0;0;14819.62;0;0;0;0;0;0;0;1934.83;105277.63;81563.18;2357.25
M;25 t/m 29 jaar;ENSCHEDE;6467;6237.72;2937753.81;679639.1;392778.73;167016.31;90745.08;381414.52;208120.75;57027.13;80672.85;24914.44;5988.02;85593.66;0;0;125722.09;0;0;0;37636.62;3915.43;0;0;4198.17;1876327.93;1240777.18;63619.95
M;25 t/m 29 jaar;EPE;785;771.55;398920.43;63720.78;53760.63;22751.74;1189.76;49257.96;27842.83;4247.1;7243.71;1349.28;3086.2;7037.44;0;0;4469.64;0;0;0;427.02;0;0;0;2115.64;171982.76;92047.36;3332.89
M;25 t/m 29 jaar;ERMELO;740;721.91;452341.25;290590.03;46255.33;19059.81;25220.27;32536.07;36752.81;4664.48;8560.43;1107.69;418.92;10004.44;0;0;9759.27;0;0;0;14905.3;0;0;0;2860.44;202579.2;49860.18;11800.33
M;25 t/m 29 jaar;ETTEN-LEUR;1131;1093.41;794760.23;124572.35;72788.53;26023.08;28303.48;42888.54;20996.13;6583.16;18584.08;5042.97;0;14147.98;0;0;19954.84;0;0;0;52102.9;92.84;0;0;404.85;236299.92;155927.79;3384.34
M;25 t/m 29 jaar;GEERTRUIDENBERG;594;586.06;344143.4;48857.74;40429.96;17203.87;32575.13;26754.89;26719.48;2398.62;4399.8;2116.86;0;9038.5;0;0;2648.5;0;0;0;67.32;26633.8;0;0;251.99;115983.28;15962.4;5717.44
M;25 t/m 29 jaar;GELDROP-MIERLO;1073;1025.26;562231.94;83285.89;69754.62;30541.27;7141.03;44283.51;29914.32;2239.86;8208.72;2595.56;1528.68;7788.2;0;0;4087.21;0;0;0;21710.92;0;0;0;50.16;301855.05;28364.78;2695.07
M;25 t/m 29 jaar;GEMERT-BAKEL;886;854.64;534826.46;90094.6;57336.65;28566.75;2636.02;37232.39;35795.17;98.13;17217.59;4777.6;6291;10783.82;0;0;4159.56;0;0;0;54469.65;5073.53;0;0;401.64;160870.7;4675.7;3384.64
M;25 t/m 29 jaar;GENNEP;407;392.2;256058.56;29331.56;26097.56;10203.63;4009.23;21617.53;6328.48;3202.17;2137.25;1042.17;0;5349.94;0;0;762.81;0;0;0;1009.26;0;0;0;742.35;87468.23;3925.9;2468.53
M;25 t/m 29 jaar;GILZE EN RIJEN;677;658.94;403767.76;107855.22;44330.57;15649.12;28124.52;21994.01;22546.6;4667.16;14411.11;2999.81;14300.88;9282.26;0;0;996.12;0;0;0;0;0;0;0;217.9;94661.72;7312.62;16.64
M;25 t/m 29 jaar;GOEREE-OVERFLAKKEE;1357;1341.04;714127.06;316495.69;91645.15;33053.82;9074.83;79167.11;67211.71;6124.26;8177.06;4217.4;4621.78;37776.66;0;0;11748.51;0;0;0;12555.44;1781.73;0;0;911.95;307242.22;21422.92;25754.82
M;25 t/m 29 jaar;GOES;1058;1023.74;400540.25;89069.64;68376.49;27754.3;6165.42;58576.5;24937.31;468;6065.1;4458.64;250.68;19296.94;0;0;11294.45;0;0;0;5419.13;94.77;0;0;1284.87;291670.55;69872.38;12573.7
M;25 t/m 29 jaar;GOIRLE;456;448.85;206693.88;93615.7;30591.1;11694.01;1627.57;25047.81;17303.61;1049.02;15960.93;342;54.12;16193.84;0;0;1952.17;0;0;0;17737.56;0;0;0;229.91;70312.87;0;1869.09
M;25 t/m 29 jaar;GOOISE MEREN;1193;1141.5;489632.48;96495.68;77140.63;35405.88;23446.68;57814.59;12633.37;7330.02;5430.63;4567.24;0;17659.42;0;0;6527.63;0;0;0;14600;0;0;0;328.52;343709.41;340355;20862.82
M;25 t/m 29 jaar;GORINCHEM;1233;1187.44;643716.45;92228.24;83502.24;32952.14;71272.92;48148.46;34465.19;3802.91;13794.33;4074.3;0;20813.96;0;0;1500.23;0;0;0;3599.38;0;0;746.38;427.45;288934.49;372811.48;11177.48
M;25 t/m 29 jaar;GOUDA;2539;2427.05;909326.05;288083.44;165957.66;65114.71;26151.75;121992;50623.02;11590.11;11924.18;4396.79;3543.48;34254.07;0;0;8568.32;0;0;0;5599.71;6003.84;0;0;32637.09;647739.16;442844.66;45089.59
M;25 t/m 29 jaar;GRONINGEN;13072;12637.78;6759002.69;1790231.93;835710.25;373065.48;118026.25;680020.68;447964.8;41937.18;91402.32;43879.4;20608.51;123289.07;0;0;71844.22;0;0;0;171935.5;2407.67;0;525;56142.67;5897549.18;1558081.53;161601.28
