GESLACHT;LEEFTIJDSKLASSE;GEMEENTENAAM;AANTAL_BSN;AANTAL_VERZEKERDEJAREN;KOSTEN_MEDISCH_SPECIALISTISCHE_ZORG;KOSTEN_FARMACIE;KOSTEN_TWEEDELIJNS_GGZ;KOSTEN_HUISARTS_INSCHRIJFTARIEF;KOSTEN_HUISARTS_CONSULT;KOSTEN_HUISARTS_OVERIG;KOSTEN_HULPMIDDELEN;KOSTEN_MONDZORG;KOSTEN_PARAMEDISCHE_ZORG_FYSIOTHERAPIE;KOSTEN_PARAMEDISCHE_ZORG_OVERIG;KOSTEN_ZIEKENVERVOER_ZITTEND;KOSTEN_ZIEKENVERVOER_LIGGEND;KOSTEN_KRAAMZORG;KOSTEN_VERLOSKUNDIGE_ZORG;KOSTEN_EERSTELIJNS_PSYCHOLOGISCHE_ZORG;KOSTEN_GRENSOVERSCHRIJDENDE_ZORG;KOSTEN_EERSTELIJNS_ONDERSTEUNING;KOSTEN_OVERIG
V;20 t/m 24 jaar;MEPPEL;804;795.55;550643.9;327068.94;537979.83;47313.51;31149.45;46366.78;12951.43;2023.29;5141.02;7045.44;6089.64;11096.75;25363.33;21399.61;10950.72;4954.22;17.32;1569.67
V;20 t/m 24 jaar;MIDDELBURG;1366;1349.56;898193.32;163922.7;611187.44;79907.52;45447.81;69513.31;45976.54;9158.51;15023.68;8074.13;2852.05;17801.9;110164.34;72586.47;14622.27;13052.03;10.08;3321.19
V;20 t/m 24 jaar;MIDDEN-DELFLAND;441;437.63;271516.62;43907.75;54014.19;26431.83;13894.74;12786.65;9337.51;1876.45;3976.52;4076.11;0;1254.18;7289.68;4120.6;546.67;1601.85;1.26;191.85
V;20 t/m 24 jaar;MIDDEN-DRENTHE;704;700.44;498582.42;129444.92;164902.07;41793.56;24989.87;33418.82;18155.92;8843.89;6448.05;4030.78;4371.77;8868.71;28469.62;22226.95;11226.22;8500.87;22.99;1292.35
V;20 t/m 24 jaar;MIDDEN-GRONINGEN;1462;1455.69;1055371.29;180885.26;628457.98;86810.92;59038.86;70299.89;88441.54;11512.94;10609.78;8528.75;19392.37;28048.69;115403.04;77783.88;15293.36;14169.45;28.34;2449.23
V;20 t/m 24 jaar;MILL EN SINT HUBERT;250;247.41;112423.57;23322.31;34207.34;14034.48;8022.08;8047.68;5501.92;2112.03;1208.21;1603.06;0;476.91;931.13;1961.03;2694.35;259.93;0;23.97
V;20 t/m 24 jaar;MOERDIJK;917;862.94;604700.14;170969.42;314016.54;49573.62;34931.69;34608.3;20462.9;5065.59;20095.87;3763.97;7420.7;7615.56;52370.53;30983.34;11639.91;5750.95;0;1630.87
V;20 t/m 24 jaar;MOLENLANDEN;1275;1266.81;735786.3;154689.19;239337.91;75577.4;42661.85;37886.55;28547.65;5034.81;4903.51;4978.41;4122.51;11864.96;120853.2;77818.62;12109.89;11790.28;7.56;733.33
V;20 t/m 24 jaar;MONTFERLAND;833;826.86;555018.08;135814.15;296188.61;49945.34;30871.31;29881.73;11758.96;2386.58;7497.75;6129.14;3855.97;8784.88;36594.78;39623.21;6754.45;2091.04;0;7152.41
V;20 t/m 24 jaar;MONTFOORT;353;351.6;241057.59;51453.43;142238.23;21089;12231.1;12418.24;2023.28;114.33;3433.03;504.08;43.4;3388.08;22243.37;14454.3;6085.09;397.02;3.46;180.56
V;20 t/m 24 jaar;MOOK EN MIDDELAAR;151;150.26;71755.72;13811.85;28350.14;8996.29;5755.72;7147.47;6275.07;0;580.86;313.96;0;1205.64;2533.04;1521.87;3969.93;828.03;0;1400.72
V;20 t/m 24 jaar;NEDER-BETUWE;721;715.32;404796.46;86242.27;482464.54;43199.96;30705.04;31282.17;13813.02;57.78;3579.48;3399.67;3587.71;9504.97;87965.36;63619.15;6775.36;799.78;2.52;992.32
V;20 t/m 24 jaar;NEDERWEERT;429;426.82;203218.34;61168.54;53208.44;25748.8;17814.19;19214.42;13436.61;693.61;11827.39;3063.33;53.55;4151.74;9865.22;8330.24;5102.08;1346.8;0;922.77
V;20 t/m 24 jaar;NIEUWEGEIN;1751;1694.15;1043548.12;207913.85;733189.35;99657.31;63879.25;71110.41;31816.11;5967.95;17772.54;5594.66;934.67;29626.82;55743.49;45131.83;34372.2;30653.96;12.6;20456.99
V;20 t/m 24 jaar;NIEUWKOOP;710;703.33;304866.97;80255.96;147507.72;41658;25162.95;27293.61;12273.33;6657.95;7643.9;2844.42;3758.01;5482.98;18625.7;14446.72;7532.06;3372.74;3.46;462.97
V;20 t/m 24 jaar;NIJKERK;1081;1072.23;623511.01;139259.85;295955.86;64062.25;36918.28;46546.91;28035.88;1211.47;11816.75;4747.24;0;16507.05;49244.16;44207.03;18534.69;3523.58;3.78;14655.5
V;20 t/m 24 jaar;NIJMEGEN;9093;8982.78;4252364.83;1044654.84;3428816.33;534054.88;281999.36;341285.41;240888.54;33360.22;50734.8;51435.94;61275.7;65237.47;139045.17;137024.84;210644.61;53412.46;54.16;21782.64
V;20 t/m 24 jaar;NISSEWAARD;2709;2592.15;1892873.79;437467.84;755455.7;152023.35;106627.11;110365.61;65109.59;8674.45;11970.83;12552.02;6365.87;27328.7;131255.56;103029.68;19126.67;14724.46;8.82;9628.5
V;20 t/m 24 jaar;NOARDEAST-FRYSLAN;1185;1178.72;742517.91;127270.36;369647.81;70288.21;37138.47;53570.87;29107.01;0;14034.68;4961;4570.27;15189.11;90461.63;53852.55;16449.8;1588.88;1017.65;257.2
V;20 t/m 24 jaar;NOORD-BEVELAND;127;124.52;84138.23;10233.13;16275.67;7513.2;4712.39;5729.29;1356.45;0;0;1102.14;796.63;5126.14;13244.96;9900.59;1936.9;5968.7;1.26;16.18
V;20 t/m 24 jaar;NOORDENVELD;568;564.41;419540.68;66333.26;571905.68;33658.11;19829.37;25696.64;27532.45;13507.17;6397.79;3453.95;8173.85;12299.79;34045.41;24421.33;9088.1;818.98;26.14;998.96
V;20 t/m 24 jaar;NOORDOOSTPOLDER;1304;1217.16;821337.72;156955.27;343084.63;71090.41;41284.18;55883.15;14057.96;6619.18;7162.22;6930.07;18358.07;19341.12;95573.02;74003.91;9647.62;7809.22;81.87;1934.43
V;20 t/m 24 jaar;NOORDWIJK;1131;1105.95;532666.31;121992.69;373380.94;64831.7;38340.17;45495.14;14461.59;1569.53;5046.84;5555.83;574.91;20550.5;24482;23641.49;24156.11;13035.81;6.3;16839.1
V;20 t/m 24 jaar;NUENEN CA;475;470.79;271083;60262.86;130147.01;28352.82;19033.31;16799.25;5996.24;2302.12;5703.16;3304.2;2050.27;1829.4;11229.22;8238.94;9091.73;4875.89;1.26;3535.83
V;20 t/m 24 jaar;NUNSPEET;790;781.15;443129.26;91638.08;187200.96;45994.92;30239.68;35680.14;18183.6;12484.24;5637.05;4141.08;10765.75;6138.13;51201.6;33951.76;15379.03;1218.14;2.52;705.93
V;20 t/m 24 jaar;OEGSTGEEST;579;567.91;285974.59;59524.73;162242.82;33397.26;18126.45;20623.44;24405.39;9050.85;7806.7;2059.35;1130.44;4146.6;9290;7657.23;5095.57;4825.74;5.35;1190.65
V;20 t/m 24 jaar;OIRSCHOT;433;431.37;167794;40743.46;335117.45;25953.34;16215.8;14176.84;10892.71;226.96;7816.72;2839.2;5946.73;4012.19;7075.95;3659.74;11215.33;5872.31;0;2288.19
V;20 t/m 24 jaar;OISTERWIJK;630;625.26;406742.73;133507.01;243729.9;37407.13;22896.12;22445.86;17139.24;13047.85;7690.09;3606.21;365.85;8016.98;12701.11;10245.53;11808.72;20188.41;0.94;320.76
V;20 t/m 24 jaar;OLDAMBT;973;964.12;843410.5;151713.52;342284.64;57543.58;42839.23;53920.46;36381.13;2772.57;9544.2;6686.65;891.12;12928.79;88496.02;57739.19;6153.58;3504.24;22.68;5716.01
V;20 t/m 24 jaar;OLDEBROEK;672;670.12;413242.11;68964.55;140903.3;40287.9;22420.36;29020.97;10285.49;3119.53;1867.82;5479.67;1172.49;8721.81;33903.91;25076.83;5401.85;2792.36;3.78;220.57
V;20 t/m 24 jaar;OLDENZAAL;757;753.23;506279.51;169133.88;143428.24;44313.56;23966.41;34083.71;25089.02;1167.72;5567.75;6457.76;1325.95;11250.04;36944;27053.97;7627.6;1012.6;3.78;220.13
V;20 t/m 24 jaar;OLST-WIJHE;414;411.31;335241.41;68803.34;57578.05;24710.37;13883.61;20147.23;9177.02;1218.52;6829.05;2937.92;0;5126.16;22451.62;14661.61;6055.53;538.98;3.78;122.11
V;20 t/m 24 jaar;OMMEN;445;440.23;186548.86;49355.98;65400.98;26304.56;13112.31;21181.52;12908.32;1744.18;7137.55;3983.44;0;3858.38;11894.2;8692.12;6238.1;4796.66;2.52;3936.18
V;20 t/m 24 jaar;OOST GELRE;651;643.77;411823.7;83883.77;157086.98;38666.36;23390.07;27612.71;27929.43;4477.48;6823.5;4566.78;30486.79;3916.06;18504.8;13971.94;12073.99;2209.02;2.52;492.65
V;20 t/m 24 jaar;OOSTERHOUT;1357;1342.07;858377.97;172749.96;181057.6;80461.58;44687.5;54924.09;39268.08;4007.13;9550.53;8639.41;7807.88;15933.48;49100.08;36883.92;20502.47;13667.31;1.26;1397.33
V;20 t/m 24 jaar;OOSTSTELLINGWERF;567;564.68;289089.13;70721.1;62280.92;33520.63;21514.21;24969.68;57511.94;135.39;14825.84;6517.5;1320.52;6567.99;41573.29;34700.93;4675.43;4269.96;356.51;627.77
V;20 t/m 24 jaar;OOSTZAAN;219;216.86;138128.71;28112.47;43586.53;13036.35;7451.06;8088.33;13371.21;3595.78;3859.3;1326.42;0;15100.55;5488.3;7450.75;2202.88;1208.73;0;100.53
V;20 t/m 24 jaar;OPMEER;299;294.2;120846.98;23897.36;120566.51;17183.15;11112.37;13223.62;770.96;843.29;0;1513.63;0;6098.04;4027.6;3963.74;2473.55;499.11;2.52;554.03
V;20 t/m 24 jaar;OPSTERLAND;656;649.78;378170.8;130447.62;330809.29;38762.08;20895.97;24381.86;28410.28;3095.45;6033.51;1955.62;11059.61;6257.29;30461.88;22144.18;4354.38;1523.88;459.18;917.21
V;20 t/m 24 jaar;OSS;2533;2487.95;1507461.7;329539.46;843197.06;147537.14;96508.05;107431.6;66900.32;10409.53;19328.38;23776.35;12370.54;32648.12;100915.24;71972.4;34108.51;14811.45;5.04;1829.95
V;20 t/m 24 jaar;OUDE IJSSELSTREEK;848;830.64;488532.98;104910.05;222454.28;49716.04;29070.69;32289.96;12340.11;1886.32;4450.33;5818.73;546.5;7821.98;33159.82;30201.45;10623.28;13541.33;2.52;488.39
V;20 t/m 24 jaar;OUDER-AMSTEL;287;283.09;142826.31;28320.6;50410.93;17063;9479.79;12007.17;2347.61;2355;2906;1034.59;0;953.73;8057.05;8902.62;1535.55;2311.88;3.78;4170.8
V;20 t/m 24 jaar;OUDEWATER;233;232.98;92770.96;21788.36;69052.15;13777.75;6780.4;8363.1;3957.76;769.21;2750.42;2916.07;2091.2;775.26;4205.9;2867.2;5592.81;4332.8;0;411.57
V;20 t/m 24 jaar;OVERBETUWE;1047;1029.09;652987.79;115737.83;300506.83;61195.46;39364.67;42404.99;34449.01;6318.37;13340.96;6932;2541.19;13564.57;46790.3;35809.87;20381.77;3256.47;5.04;4615.88
V;20 t/m 24 jaar;PAPENDRECHT;807;802.98;454762.16;129899.57;120456.75;47115.02;27258.91;29612.88;16235.38;1835.21;1578.76;4565;0;12776.24;46227.52;37502.85;8489.61;3308.63;2.52;366.9
V;20 t/m 24 jaar;PEEL EN MAAS;1152;1137.21;528065.43;124374.68;243887.13;67976.99;47118.82;46426.27;15739.73;10802.02;18682.42;11187.27;6230.37;4771.61;15526.3;13758.46;14821.63;5307.72;2.52;116.96
V;20 t/m 24 jaar;PEKELA;324;322.34;255202.58;52788.27;84783.97;17921.01;13647.08;17307.22;17116.32;167.64;113.63;1244.53;392.16;7633.7;21459.73;16859.52;1335.23;0;8.82;352.58
V;20 t/m 24 jaar;PIJNACKER-NOOTDORP;1110;1103.4;700749.07;159417.89;236506.03;65644.9;36167.61;37091.02;26004.23;11707.98;16504.2;5947.47;215.01;10808.78;40589.39;27054.52;11071.67;17058.56;3.78;1946.37
V;20 t/m 24 jaar;PURMEREND;2256;2230.26;1944970.81;319689.44;598952.97;133202.43;89283.89;131269.22;68002.1;6195.2;22649.43;14276.52;5073.74;34043.18;76527.94;71276.99;20249.9;37400.91;22.36;2147.37
V;20 t/m 24 jaar;PUTTEN;728;720.15;387645.57;120844.42;126145.12;42925.38;29758.45;28769.13;51252.33;2627.91;8215.03;5874.91;1500.32;5476.69;39475.44;28120.89;14271;3426.87;2.52;5989.14
V;20 t/m 24 jaar;RAALTE;985;975.73;521385.97;107089.89;444364.63;58659.3;31785.04;47250.09;28488.79;3051.79;4377.16;9410.43;637.87;8473.07;25047.75;25298.78;9429.03;2243.17;3.78;398.73
V;20 t/m 24 jaar;REIMERSWAAL;653;636.58;663148.71;211763.7;253192.27;37488.93;21183.07;30933.47;19001.71;0;10750.51;3050.94;6086.32;7304.69;89713.33;56353.12;1652.92;14286.79;1.26;411.81
V;20 t/m 24 jaar;RENKUM;583;575.03;317214.24;54888.92;305774.01;34422;19747.21;21348.88;4004.23;0;6801.78;2550.95;970.79;4099.72;12878.86;12484.61;11048.49;3054.05;3.78;716.31
V;20 t/m 24 jaar;RENSWOUDE;161;160.5;80916.92;11032.73;9912.97;9390.31;5381.86;5523.49;1882.42;0;1764.27;345.31;0;689.36;16204.91;9524.98;2603.71;2951.2;0.94;144.73
V;20 t/m 24 jaar;REUSEL-DE MIERDEN;395;392.97;258454.4;81512.79;173038.72;23667.14;13747.95;13760.84;16807.61;1232.36;7879.41;2862.33;10526.24;1347.93;11566.63;7476.62;11002.02;57344.64;0.31;3214.95
V;20 t/m 24 jaar;RHEDEN;1026;1015.21;683831.75;154938.58;469565.08;60906.05;37420.36;45900.72;33223.7;8491.17;16932.88;4786.04;1717.16;10397.56;51167.04;43105.3;15529.04;3131.11;9.44;6922.98
V;20 t/m 24 jaar;RHENEN;467;461.27;339649.41;51724.36;333254.4;27074.91;15803.97;19030.11;10001.03;1471.65;3553.79;4325.81;3280.47;2423.01;47371.71;37256.91;6807.53;1150.32;0;855.46
V;20 t/m 24 jaar;RIDDERKERK;1273;1258.53;816856.45;155313.26;279315.77;74718.24;50665.62;51673.16;20582.37;2177.14;8340.76;9651.65;1163;18545.74;73297.5;58913.86;4528.4;3616.97;1.26;5877.87
V;20 t/m 24 jaar;RIJSSEN-HOLTEN;1099;1095.59;633620.82;159682.7;346189.33;66101.56;40285.86;44915.54;35252.16;5814.75;9508.38;5092.76;136.02;8817.27;97944.84;81332.91;9322.14;19396.63;10.39;374.04
V;20 t/m 24 jaar;RIJSWIJK;1161;1143.97;821340.97;141226.99;236540.24;67498.15;43929.34;37732.07;28486.19;236.95;8731.1;9327.71;176.8;11784.56;78283.82;61823.73;9968.62;7078.76;7.56;7607.95
V;20 t/m 24 jaar;ROERDALEN;471;466.98;325309.58;52676.22;201942.8;27747.72;16152.39;19973.86;4225.94;350.7;11195.23;4316.9;31.29;3457.81;15065.48;10769.53;2222.74;10870.01;1.26;1980.8
V;20 t/m 24 jaar;ROERMOND;1633;1606.51;1256855.38;192802.7;546480.33;96068.05;60859.54;80798.78;23590.59;4818.97;19573.66;8185.95;24647.39;16825.91;90527.48;71150.49;14675;12966.32;2.52;3429.28
V;20 t/m 24 jaar;ROOSENDAAL;2261;2171.06;1272544.43;344139.63;1029600.22;124349.63;79945.65;93661.18;32178.53;16627.77;24413.7;15217.93;22673.14;14425.56;113426.63;104589.09;15307.73;29757.46;5.98;2700.13
V;20 t/m 24 jaar;ROTTERDAM;23377;22820.81;16763017.52;3307675.74;7106249.6;1377216.41;859188.68;945648.69;413006.61;68186.22;74733.45;91110.62;20693.49;294527.17;1126869.92;1183143.35;108169.68;208269.22;101.08;209672.63
V;20 t/m 24 jaar;ROZENDAAL;23;22.71;19585.31;44095.43;19778.77;1390.25;980.96;1229.32;428.67;0;375.18;252.58;0;0;0;0;0;0;0;345
V;20 t/m 24 jaar;RUCPHEN;586;583.97;323537.8;114505.77;334271.7;35022.27;22680.36;25208.47;8891.97;699.05;9212.02;3036.99;190.92;4271.18;21505.26;14410.18;4168.45;4068.22;0;793.75
V;20 t/m 24 jaar;S GRAVENHAGE;16560;15916.29;10863048.97;2291151.94;6347772.01;947402.32;603981.8;510385.24;304532.88;43919.84;75747.39;81491.55;25812.71;240939.04;1021034.93;886302.98;106647.43;121330.76;95.42;117378.53
V;20 t/m 24 jaar;S HERTOGENBOSCH;4836;4560.79;3040025.11;593184.88;2865384.61;265193.12;172745.32;177968.9;74004.61;15216.41;28402.05;29891.93;14327.42;47943.6;146643.57;112617.05;81275.45;31682.89;21.42;21185.27
V;20 t/m 24 jaar;SCHAGEN;1299;1130.19;694494.2;175275.7;606162.23;64567.77;38934.65;47132.84;58842.41;987.42;9094.46;8143.05;9339.93;15923.27;41981.41;33931.95;8288.89;1937.96;5.98;1594.27
V;20 t/m 24 jaar;SCHERPENZEEL;274;272.01;169460.41;39194.93;82918.44;16325.12;8132.57;8860.79;2367.5;0;1490.52;1073.39;0;5504.22;38327.75;27944.5;8432.79;5017.43;2.52;972.26
V;20 t/m 24 jaar;SCHIEDAM;2355;2297.26;1593931.55;344774.53;629113.06;135520.98;87765.45;89230.36;55678.61;4045.07;8800.4;9638.15;0;29457.12;149320.82;157698.89;17519.35;13889.44;5.98;13265.21
V;20 t/m 24 jaar;SCHIERMONNIKOOG;11;10.33;10636.4;1035.91;0;524.28;334.58;1370.57;130.49;0;0;0;0;0;0;0;0;0;3.78;0
V;20 t/m 24 jaar;SCHOUWEN-DUIVELAND;724;716.78;474638.79;138670.34;141739.55;42368.27;24237.71;41881.19;23265.61;4148.12;5916.74;6983.78;3071.78;3452.8;50973.66;31704.77;9360.68;2771.89;0;750.78
V;20 t/m 24 jaar;SIMPELVELD;238;234.79;136648.4;33580.44;75585.45;14129.35;8123.33;9345.26;7826.5;1994.84;5688.14;1982.18;8.64;2426.06;4255.4;2328.91;3515.51;7071.34;0;3855.64
V;20 t/m 24 jaar;SINT ANTHONIS;296;295.98;144641.44;24079.04;54088.25;17591.97;10124.77;9231.98;10680.5;0;1375.97;2920.21;0;2270.26;8140.38;6597.38;5747.85;377.13;0;51.17
V;20 t/m 24 jaar;SINT-MICHIELSGESTEL;617;610.74;569066.25;75288.43;70221.92;36198.63;21713.15;19937.71;11685.02;1706.84;7717.28;5288.89;4872.88;5777.22;13779.27;8230.62;7853.51;8388.66;0;182.27
V;20 t/m 24 jaar;SITTARD-GELEEN;2548;2521.91;1726922.97;388450.32;925003.61;150692.2;116539.39;125059.23;58835.39;4002.75;19343.17;15890.93;1826.79;20212.66;105619.85;92041.43;23233.09;43024.78;3.46;5757.41
V;20 t/m 24 jaar;SLIEDRECHT;772;766.75;475718.87;92839.87;140676.52;44748.37;26130.39;22353.78;13399.09;4400.37;7615.53;4443.23;171.06;9750.62;50934.18;44562.35;9226.55;5893.13;5.66;204.17
V;20 t/m 24 jaar;SLUIS;465;449.94;188659.31;84756.93;36136.39;25770.84;14653.92;22720.65;14175.82;1109.58;5462.1;2137.73;677.48;2783.18;17120.36;10670.09;7906.42;69366.21;0;258.76
V;20 t/m 24 jaar;SMALLINGERLAND;1388;1379.7;980429.21;207509.72;888647.62;82523;50236.13;64491.42;47179.47;2302.37;7573.74;8420.71;1291.49;22131.8;75903.29;68192.87;12926.52;6519.32;1043.08;2281.96
V;20 t/m 24 jaar;SOEST;1086;1075.55;655091.25;143313.7;493134.72;64450.38;42337.93;49526.78;32989.68;4395.95;18421.56;12531.68;4255.41;14417.14;54494.77;48211.92;19610.41;11674.5;2.52;1687.17
V;20 t/m 24 jaar;SOMEREN;551;546.71;285391.16;64685.29;68044.39;32922.56;18497.1;19455.15;26872.79;192.91;8736.47;5430.25;1870.33;4601.11;8190.18;6448.64;6142.4;11555.85;0;749.45
V;20 t/m 24 jaar;SON EN BREUGEL;291;287.97;179328.54;34843.61;59696.15;17158.5;9864.77;10474.81;7482.62;0;1448.57;2726.24;76.42;1818.63;6719.81;5156.09;8801.31;1010.14;0;907.57
V;20 t/m 24 jaar;STADSKANAAL;758;748.94;527641.68;75315.17;190743.79;45037.23;32686.89;36411.06;7311.84;1847.09;6435.61;3494.69;0;9021.29;74033.1;66193.55;14662.08;3880.68;12.28;531.19
V;20 t/m 24 jaar;STAPHORST;512;507.82;276381.36;42476.21;173491.37;29925.83;11172.1;11682.59;7836.96;1591.6;4415.36;3642.5;6764.93;5159;60046.6;37781.12;737.42;3058.04;2.52;30.32
V;20 t/m 24 jaar;STEDE BROEC;566;549.96;301511.91;55713.81;46994.45;32763.49;20646.23;19238.19;4200.38;69.28;4342.57;3213.12;6984.09;6873.51;27818.16;23690;4720.91;6542.91;3.78;1312.54
V;20 t/m 24 jaar;STEENBERGEN;580;576.8;439740.83;93739.14;163581.96;34314.3;24964.95;19963.69;16977.36;3766.34;6298.68;2798.1;4639.18;7966.15;42491.09;30122.48;9003.51;1778.35;0;1456.91
V;20 t/m 24 jaar;STEENWIJKERLAND;1083;1078.63;618821.12;117569.14;366656.31;64305.33;37322.9;52010.96;15353.34;3977.42;18002.03;6672.06;10150.23;14188.63;47002.99;40399.91;12238.72;2562.83;103.92;1217.95
V;20 t/m 24 jaar;STEIN;564;560.28;306721.53;103238.3;112570.9;33552.29;24471.3;23260.8;16133.73;160.94;5566.14;3136.88;0;3959.83;25747.66;17425.18;3270.49;19582.45;0;755.45
V;20 t/m 24 jaar;STICHTSE VECHT;1576;1537.9;1091771.48;204034.26;370222.31;92164.88;57255.01;57250.32;17196.86;2633.87;17438.72;11624.12;911.83;13938.34;53791.51;44974.41;18984.41;5689.53;2.52;14813.74
V;20 t/m 24 jaar;SUDWEST-FRYSLAN;2069;2055.9;1301713.77;256157.63;681520.91;122175.94;75402.37;83881.82;53141.34;5947.89;17758.18;14957.04;26701.67;38606.64;121834.59;98030.33;19095.41;3621.91;1669.37;875.7
V;20 t/m 24 jaar;TERNEUZEN;1198;1173.71;847568.48;157352.41;326334.64;69496.29;50191.28;67574.18;19317.84;3275.23;4193.93;3926.8;2625.17;14989.4;94413.19;81003.57;13583.15;272888.89;0;2673.52
V;20 t/m 24 jaar;TERSCHELLING;94;93.49;27748.37;11054.79;688.2;5674.77;5155.83;8651.1;312.45;0;2200.47;264.98;1153.28;2810.19;0;31.73;406.16;7295.85;57.63;198.43
V;20 t/m 24 jaar;TEXEL;246;244.45;180557.57;27924.09;29598.6;14454.46;10985.8;11984.26;2343.16;245.11;3849.06;1129.73;1879.35;5116.89;16379.42;8615.74;7540.68;479.99;7.56;548.91
V;20 t/m 24 jaar;TEYLINGEN;890;883.66;386405.39;93984.75;266299.78;53005.06;32609.43;39990.95;12442.74;607.07;11836.14;7306.31;0;5997.39;24237.28;19234.45;19810.66;8491.37;2.52;1096
V;20 t/m 24 jaar;THOLEN;703;697.09;446905.48;119392.38;215771.96;41318.06;24472.99;21346.88;29860.35;5534.16;6552.76;1648.33;2001.78;18573.26;97259.25;68866.1;7544.28;8583.9;2.83;884.26
V;20 t/m 24 jaar;TIEL;1188;1175.8;1029233.54;136162.05;712086.24;70538.27;48613.26;60674.1;36257.39;25435.64;3092.22;9793.21;9369.41;19247.31;69803.31;65695.2;12263.96;27242.34;6.3;22942.5
V;20 t/m 24 jaar;TILBURG;8635;8496.4;4662819.34;1194052.83;2468371.43;502732.91;289783.66;314466.81;160097.06;54779.9;60760.4;59297.9;37001.89;74509.94;311187.08;202270.22;133570.82;76101.3;31.5;25202.12
V;20 t/m 24 jaar;TUBBERGEN;626;624.44;343505.24;78742.87;165291.6;37067.87;17824.41;19559.68;21883.05;2043.54;23701.24;5954.59;1705.55;4908.73;4824.83;4628.75;4949.95;7166.88;4.72;916.99
V;20 t/m 24 jaar;TWENTERAND;940;936.38;720271.42;175573.77;118821.93;55889.09;34869.25;36922.9;17623.93;1932.15;9011.68;4695.63;1977.77;14884.34;71340.23;56398.86;8653.16;5208.28;8.82;279.69
V;20 t/m 24 jaar;TYNAARLO;554;547.27;259728;79132.25;1828171.23;32810.55;20692.02;21611.9;3602.49;2342.44;3068.69;2849.55;103.12;7413.39;17467.58;11185.85;6307.87;4586.8;26.14;294.42
V;20 t/m 24 jaar;TYTSJERKSTERADIEL;656;652.3;375674.18;62098.12;272062.85;38989.74;21659.24;22466.1;9101.12;3009.43;4297.33;2382.55;0;8546.73;49981.59;36757.12;5426.7;6047.72;507.43;411
V;20 t/m 24 jaar;UDEN;1025;1005.9;608648.46;130569.28;177976.36;59994.32;39749.83;36817.88;30631.63;7722.15;13892.05;6236.29;363.99;9030.92;30943.35;27624.74;21359.24;7291.31;1.89;1942.38
V;20 t/m 24 jaar;UITGEEST;338;336.97;179245.46;76438.05;115381.26;20443.21;10588.27;7788.57;1852.88;0;335.81;1416.9;0;4616.57;4837.79;3785.54;4428.96;2124.37;2.52;30
V;20 t/m 24 jaar;UITHOORN;638;628.02;471313.92;78201.86;112175.23;37051;21024.69;23272.12;3354.46;-32.21;8828.05;3289.84;559.57;14825.49;15177.67;14771.11;6127.12;8927.12;2.52;8694.22
V;20 t/m 24 jaar;URK;810;805.17;470568.18;112154.63;146095.86;48680.87;28975.15;47909.81;10220.67;1813.04;11019.44;2649.15;368.73;13359.94;137308.45;86404.46;1341.91;9001.66;3.78;1076.92
V;20 t/m 24 jaar;UTRECHT;17514;17265.64;7993177.76;2150895.73;6640253.56;1030302.29;527728.5;638251.81;345167.65;49082.08;144141.36;104239.51;25194.3;160072.96;281572.96;281723.12;238651.15;145551.72;243.43;127239.57
V;20 t/m 24 jaar;UTRECHTSE HEUVELRUG;1071;1055.21;517957.46;139764.13;816612.1;62382.77;37753.47;38664.54;26567.9;4415.97;10121.18;8416.73;2057.98;14394.79;28090.09;21330.99;13572.78;4346.48;7.56;2798.61
V;20 t/m 24 jaar;VAALS;170;165.36;84451.08;17552.56;51320.96;9770.48;6803.1;6023.01;4554.73;0;7069.98;672.16;441.1;4293.36;821.47;536.66;2853.23;16265.17;1.26;370.74
V;20 t/m 24 jaar;VALKENBURG AAN DE GEUL;377;372.6;199062.95;47893.43;87694.92;22106.39;14056.09;14483.42;6440.14;501.29;3103.69;1914.54;0;1867.89;9601.29;8493.26;6368.6;2193.27;0;1780.09
V;20 t/m 24 jaar;VALKENSWAARD;694;685.78;371432.07;89425.96;162698.16;41113.14;25181.74;24283.95;15375.8;1405.38;14147.2;6011.83;3456.64;4121.59;15115.25;12342.3;13188.04;6733.61;2.52;2696.67
V;20 t/m 24 jaar;VEENDAM;668;663.16;500965.15;90555.41;271444.94;39558.33;27983.4;27482.58;25850.85;522.32;4317.96;3642.37;0;13401.54;62319.97;48142.19;16127.78;816.83;10.08;647.11
V;20 t/m 24 jaar;VEENENDAAL;1942;1917.06;1199137.99;271316.19;630015.56;114450.52;67548.1;72191.64;55914.71;2739.96;19784.95;12714.37;3070.5;20838.58;114117.79;93371.6;30414.03;8609.49;5.03;6383.61
V;20 t/m 24 jaar;VEERE;484;479.67;253218.42;36883.84;217875.18;28191.59;13173.99;17033.86;7367.66;778.8;5627.4;1710.89;4723.53;10457.7;32584.54;19796.63;2435.5;11817.23;0;1039.76
V;20 t/m 24 jaar;VELDHOVEN;1115;1104.56;793425.55;151783.96;565537.57;65523.98;39449.06;43945.63;33349.02;1393.88;18220.41;10264.05;9314.59;10615.61;37898.56;25147.49;14257.7;9755.39;1.26;9100.03
V;20 t/m 24 jaar;VELSEN;1851;1832.2;1166254.15;250882.79;634800.15;108897.51;70331.35;82474.27;32456.41;13107.57;10270.72;8622.11;305.21;30565;66271.01;73650.12;20765.2;16572.45;7.56;8817.33
