GESLACHT;LEEFTIJDSKLASSE;GEMEENTENAAM;AANTAL_BSN;AANTAL_VERZEKERDEJAREN;KOSTEN_MEDISCH_SPECIALISTISCHE_ZORG;KOSTEN_FARMACIE;KOSTEN_SPECIALISTISCHE_GGZ;KOSTEN_HUISARTS_INSCHRIJFTARIEF;KOSTEN_HUISARTS_CONSULT;KOSTEN_HUISARTS_OVERIG;KOSTEN_HULPMIDDELEN;KOSTEN_MONDZORG;KOSTEN_PARAMEDISCHE_ZORG_FYSIOTHERAPIE;KOSTEN_PARAMEDISCHE_ZORG_OVERIG;KOSTEN_ZIEKENVERVOER_ZITTEND;KOSTEN_ZIEKENVERVOER_LIGGEND;KOSTEN_KRAAMZORG;KOSTEN_VERLOSKUNDIGE_ZORG;KOSTEN_GENERALISTISCHE_BASIS_GGZ;KOSTEN_GRENSOVERSCHRIJDENDE_ZORG;KOSTEN_EERSTELIJNS_ONDERSTEUNING;KOSTEN_GERIATRISCHE_REVALIDATIEZORG;KOSTEN_OVERIG
M;30 t/m 34 jaar;DANTUMADIEL;525;519.64;229896.47;48080.18;40720.61;29909.93;8629.06;16112.68;16447.18;5640.43;4232;438;389.24;7073.54;0;0;1140.58;518.98;673.2;0;1057.07
M;30 t/m 34 jaar;DE BILT;809;802.14;198053.73;38521.46;110520.26;45584.59;14907.12;34845.99;7406.49;7513.76;1712.55;1384.76;0;7532.87;0;0;15266.6;7788.82;27.45;0;11808.99
M;30 t/m 34 jaar;DE FRYSKE MARREN;1235;1225.78;387227.01;132258.93;315612.81;69979.47;18977.57;47177.7;31905.17;6429.79;4787.6;974.21;1479.58;11654.18;0;0;9715.93;1051.78;1349.55;0;1148.15
M;30 t/m 34 jaar;DE RONDE VENEN;883;873.34;411425.22;118419.18;266561.18;49285.59;16835.74;27854.52;30980.72;2517.88;4007.7;958.51;462;12422.06;0;0;11770.65;580.58;18;0;5182.98
M;30 t/m 34 jaar;DE WOLDEN;446;444.17;175921.52;31491.78;59985.89;25405.41;8451.81;24779.13;9955.46;7587.58;252;414.26;5001.6;3951.66;0;0;2109.59;270.76;23.4;0;730.41
M;30 t/m 34 jaar;DELFT;3475;3341.32;1632299.07;382614.98;1031568.21;181035.22;54420.01;120686.86;50422.33;7891.53;11906.79;3264.21;3084.06;35342.72;0;0;29386.54;51887.77;66.15;0;17849.32
M;30 t/m 34 jaar;DELFZIJL;563;552.48;357123.45;77063;204454.61;31667.56;13451.87;28996.76;7560.16;5099.03;360.36;994.62;0;15157.44;0;0;5582.3;844.86;19.8;0;3116.99
M;30 t/m 34 jaar;DEN HELDER;1402;1380.56;734445.35;153530.6;308218.62;77248.85;27292.71;52855.18;31086.61;16152.23;6031.76;3415.9;528.76;22027.6;0;0;15244.49;4691.96;29.7;0;6617.65
M;30 t/m 34 jaar;DEURNE;807;798.39;267917.16;91232.28;155053.2;45641.64;15020.68;20116.87;28094.88;2125.16;6708.65;792.41;344.2;7137.04;0;0;6975.05;7379.54;7.65;0;15004.26
M;30 t/m 34 jaar;DEVENTER;3082;3050.16;1514328.5;322377.42;986664.11;174442.65;55032.13;129793.37;61524.28;13567.57;17562.89;3068;2621.86;27756.63;0;0;28054.48;15585.64;96.3;0;2042.77
M;30 t/m 34 jaar;DIEMEN;736;719.81;417977.73;64185.32;255303.76;38240.16;12525.7;24615.44;12082.57;0;3232.74;292.25;0;6600.86;0;0;4274.83;5457.24;13.5;0;9850.77
M;30 t/m 34 jaar;DINKELLAND;563;561;250251.29;50154.58;23642.08;31627.27;8243.24;25633.39;7644.43;7325.05;3117.87;771.71;80.13;3636.18;0;0;3720.81;1453.1;5.4;0;488.39
M;30 t/m 34 jaar;DOESBURG;256;252.08;121055.42;41571.74;60153.33;14291.84;6418.49;14083.28;9293.46;1397;5887.89;1672.52;0;5137.4;0;0;5681.76;647.47;3.6;0;4815.75
M;30 t/m 34 jaar;DOETINCHEM;1487;1468.18;796470.48;162919.99;502589.59;82465.36;30610.49;65055.6;53668.43;10235.82;8404.31;4169.16;5202.8;16484.63;0;0;20761.35;1512.09;28.35;0;3557.79
M;30 t/m 34 jaar;DONGEN;659;653.87;275519.27;55618.55;158297.19;36994.15;11220.2;15877.69;15145.06;1194.48;7958.35;590.62;0;6810.84;0;0;871.28;2168.98;5.4;0;16100.13
M;30 t/m 34 jaar;DORDRECHT;3836;3764.69;1838721.76;451207.33;2023753.53;209414.54;80692.99;118321.76;82447.79;34851.76;15059.57;2733.3;6532.77;57951.42;0;0;29409.78;22987.71;84.15;0;8611.26
M;30 t/m 34 jaar;DRECHTERLAND;477;472.79;144774.04;23207;103871.16;26169.77;8432.13;11842.77;9997.65;74.55;3653.53;219.5;0;5544.94;0;0;3255.58;375.49;14.4;0;895.9
M;30 t/m 34 jaar;DRIMMELEN;619;611.9;305059.62;48236.24;158370.4;33880.59;11031.43;17163.95;21422.96;10211.76;7833.6;665.4;899.1;3421.29;0;0;1310.07;659.35;4.95;0;16561.21
M;30 t/m 34 jaar;DRONTEN;1060;1053.51;412165.8;239731.85;84725.2;59607.88;21762.75;44714.03;33682.85;15531.21;6872.3;1728.4;4160.17;9405.74;0;0;9089.04;4095.74;49.05;0;1132.16
M;30 t/m 34 jaar;DRUTEN;415;412.1;225144.85;257883.49;66640.57;23158.02;7226.46;14948.91;14766.6;726.13;396.9;190.87;449.55;3970.51;0;0;2920.96;450.78;9;0;794.65
M;30 t/m 34 jaar;DUIVEN;568;562.48;250798.71;39179.6;60849.66;32161.5;13179.09;32083.06;13364.84;1697.38;1923.65;162.1;1580.88;5846.54;0;0;2810.32;232.3;14.4;0;1387.62
M;30 t/m 34 jaar;ECHT-SUSTEREN;749;738.03;285782.09;86696.94;58625.35;40969.7;16365.79;26522.07;14005.73;12304.72;2557.1;720.36;156.34;2697.07;0;0;9765.25;23872.78;7.2;0;589.11
M;30 t/m 34 jaar;EDAM-VOLENDAM;859;853.26;524537.51;86483.07;261791.07;49060.38;21288.39;34939.92;12952.16;3072.33;12451.75;1181.32;1985.44;13655.02;0;0;8247.86;8865.74;12.6;0;1420
M;30 t/m 34 jaar;EDE;3183;3148.47;1425291.65;268950.26;826455.84;178096.54;57244.58;142778.97;62937.51;12781.61;16042.17;5700.19;1604.41;23333.15;0;0;33650.97;14131.55;72;0;10703.17
M;30 t/m 34 jaar;EEMNES;146;144.21;26747.88;7087.71;37107.73;8158.9;2124.44;6075.32;292.75;2386.62;0;130.5;0;705.37;0;0;2635.07;0;5.4;0;45.95
M;30 t/m 34 jaar;EERSEL;479;473.32;195753.79;31751.4;191893.72;26479.65;9565.86;10082.16;8491.54;89.65;5479.5;321.2;4773.76;6429.22;0;0;1696.15;5324.75;10.8;0;10156.74
M;30 t/m 34 jaar;EIJSDEN-MARGRATEN;534;529.22;238541.47;56570.69;161015.76;29866.9;11802.45;18340.77;20916.26;3081.91;6414.28;1947.19;1357.22;2746.08;0;0;5020.19;6416.54;5.4;14841.96;3263.15
M;30 t/m 34 jaar;EINDHOVEN;9003;8746.8;3882863.73;1003861.91;3364078.25;474690.82;183812.44;231993.83;277638.19;46526.05;53638.26;13613.28;4063;77770.48;0;0;96038.36;83050.33;167.4;0;168343.18
M;30 t/m 34 jaar;ELBURG;656;650.98;254358.09;52760.07;135532.6;37602.44;12668.81;25826.07;13883.93;6249.28;5846.5;461.91;313.2;13059.79;0;0;6677.78;3943.59;22.5;0;496.23
M;30 t/m 34 jaar;EMMEN;2749;2713;1220849.94;332078.59;741544.33;152776.16;61318.25;141456.82;87982.36;14749.23;27185.7;2097.97;1678.54;47965.75;0;0;19053.93;8315.65;86.85;0;5955.75
M;30 t/m 34 jaar;ENKHUIZEN;569;563.88;495580.58;68498.54;117122.36;31474.83;9147.92;13488.45;6074.08;2740.26;2420.04;287.63;0;4080.83;0;0;9784.5;358.36;27;0;40.26
M;30 t/m 34 jaar;ENSCHEDE;5240;5135.88;2465202.12;609084.41;1745080.78;284457.78;103103.57;200861.43;105039.06;43525.09;30667.39;8941.66;3172.15;39131.7;0;0;62541.03;19023.52;120.6;0;43452.19
M;30 t/m 34 jaar;EPE;751;745.56;434381.35;56963.82;215494.56;42224.53;15237.48;32163.18;10382.67;6756.35;11377.5;2065.65;3860.89;3564.55;0;0;4043.05;3103.57;7.65;0;1350.84
M;30 t/m 34 jaar;ERMELO;626;621.35;207768.93;59423.49;153393.7;33837.72;9913.33;29306.15;6834.77;9981.68;112.4;1422.05;204.39;2199.05;0;0;8781.01;1003.56;18;0;1477.19
M;30 t/m 34 jaar;ETTEN-LEUR;1200;1182.92;495835.58;136146.21;324170.66;65379.81;21475.65;44084.8;43213.76;6724.22;6547;2220.55;7272.58;12582.47;0;0;10685.51;38792.31;11.25;0;2463.63
M;30 t/m 34 jaar;GEERTRUIDENBERG;610;605.12;216098.08;59681.74;128242.02;34801.02;11000.1;18643.91;10050.14;6089.3;4267.83;1458.64;1452.08;2168.89;0;0;4828.39;2588.72;3.6;0;17156.05
M;30 t/m 34 jaar;GELDROP-MIERLO;1056;1043.37;496836.64;90066.99;133846.83;58878.3;23301.75;30003.31;14774.73;4370.65;3958.92;1012.27;289.7;6725.67;0;0;5500.37;2219.15;16.2;0;11402.81
M;30 t/m 34 jaar;GEMERT-BAKEL;848;838.28;517289.55;106051.25;126086.38;47162.71;15373.82;27651.6;52482.08;5240.5;16326.02;1850.58;12290.04;11263.7;0;0;9244.04;235.01;10.8;0;2268.23
M;30 t/m 34 jaar;GENNEP;495;473.83;174792.12;40455.55;91663.09;25684.38;9815.31;15762.54;9732.91;3245.69;4838.69;88.52;587.55;3819.71;0;0;4232.63;2057.97;14.4;0;536.76
M;30 t/m 34 jaar;GILZE EN RIJEN;661;657.02;310136.26;58930.58;123258.44;37088.33;11936.47;15978.33;27594.69;1279.49;9688.2;635.65;5084.89;9440.05;0;0;4956.27;14171.26;9;0;2735.93
M;30 t/m 34 jaar;GOEREE-OVERFLAKKEE;1301;1292.03;640921.16;197079.06;177830.35;72807.89;23855.63;51187.17;34988.71;12471.72;11103.01;2146.95;16230.29;9295.82;0;0;10119.04;3283.98;11.25;0;2718.67
M;30 t/m 34 jaar;GOES;961;951.62;390924.22;85950.31;556044.74;53435.29;17320.01;31984.86;26378.26;1528.14;6056;1633.83;1168.54;16549.19;0;0;10689.2;3913.02;3.6;0;983.16
M;30 t/m 34 jaar;GOIRLE;538;534.28;243441.38;54875.88;84527.9;30668.02;9779.5;15618.57;13187.83;3644.98;1898.74;2663.97;0;6462.21;0;0;8707.34;60717.04;8.55;0;534.55
M;30 t/m 34 jaar;GOOISE MEREN;1134;1119.1;492365.01;132545.91;350220.03;63053.01;21491.59;42500.58;42562.64;8808.92;13664.3;1387.16;1834.5;12643.29;0;0;14900.7;3107.79;52.2;0;4151.86
M;30 t/m 34 jaar;GORINCHEM;1105;1096.26;576880.82;132673.1;223251.94;61863.63;22510.53;35261.38;19570.86;3774;8662.04;901.86;1323.4;11364.5;0;0;18523.17;751.29;18.9;0;1973.22
M;30 t/m 34 jaar;GOUDA;2053;2032.64;905417.75;237976.68;589609.9;114666.82;42843.33;66555.47;53359.01;9110.5;14122.09;2847.61;1730.2;24592.29;0;0;18115.38;9360.26;57.15;0;14497.72
M;30 t/m 34 jaar;GRAVE;337;307.4;120482.81;19586.41;173284.75;16219.9;5143.96;9502.19;3925.99;2533.53;1282.2;729.46;0;4795.22;0;0;4486.74;536;7.2;0;1204.41
M;30 t/m 34 jaar;GRONINGEN;8520;8356.24;3189543.67;908500.24;3082027.05;463228.57;147261.49;331682.23;235281.08;27294.27;40580.42;11091.66;956.67;79906.25;0;0;102679.21;40099.17;1035.9;0;43630.3
M;30 t/m 34 jaar;GULPEN-WITTEM;325;322.53;419588.1;22778.97;167508.15;18356.68;6977.35;10446.65;8816.12;1359.69;6282.1;178.2;2497.76;3664.55;0;0;871.83;4089.08;1.8;0;3342.8
M;30 t/m 34 jaar;HAAKSBERGEN;546;542.72;212221.44;36507.75;116608.91;30870.94;7231.4;20016.35;19021.99;4357.02;7169.8;808.75;733.94;2435.36;0;0;5231.72;494.88;7.2;0;369.75
M;30 t/m 34 jaar;HAAREN;240;234.81;117204.77;30166.74;50350.98;12915.24;3774.33;5470.81;3290.24;92.68;231.28;452.36;266.21;334.33;0;0;3069.41;27.91;4.95;0;869.24
M;30 t/m 34 jaar;HAARLEM;5741;5636.85;2076030.13;541243.88;1748110.38;314550.9;103800.26;223913.65;63798.17;17519.84;16376.14;9223.48;1524;56078.44;0;0;70445.6;42836.89;216;0;52731.74
M;30 t/m 34 jaar;HAARLEMMERMEER;3682;3587.04;2203474.31;477542.22;600780.62;197508.44;66355.35;153583.13;107532.78;13916.9;22220.32;3123.15;2781.3;45643.33;0;0;29422.24;21254.74;69.3;0;40208.7
M;30 t/m 34 jaar;HALDERBERGE;696;686.54;357486.66;60047.29;167769.13;38336.64;11969.43;22533.6;8180.13;4576.21;6900.44;720.69;0;8488.88;0;0;4556.96;11362.93;7.2;1954.45;6964.31
M;30 t/m 34 jaar;HARDENBERG;1662;1649.71;1166367.29;142594.65;240015.25;93313.72;34515.4;79600.61;41855.71;9212.93;4547;3087.8;4077.4;14386.38;0;0;21405.56;2132.84;21.6;0;13647.99
M;30 t/m 34 jaar;HARDERWIJK;1468;1450.77;736409.95;135242.41;248588.55;82690.76;28512.27;68929.34;72894.81;12651.78;20752.65;1698.69;5293.66;14205.21;0;0;13797.41;15287.41;37.8;0;7721.89
M;30 t/m 34 jaar;HARDINXVELD-GIESSENDAM;515;506.51;195199.4;45175.55;48790.53;27496.02;9337.65;14620.47;26606.57;710.48;6415.54;535.49;568.02;3804.63;0;0;8752.23;0;5.4;0;324.3
M;30 t/m 34 jaar;HARLINGEN;405;399.93;97271.86;43998.93;189354.32;22758.24;7254.3;13555.55;7211.99;536.14;2126;275.11;2377.8;3735.19;0;0;6420.87;0;435.15;0;926.59
M;30 t/m 34 jaar;HATTEM;266;262.71;151601.52;57732.01;83668.77;15122.58;3771.17;8675.87;5305.97;0;4845.76;196.04;89.1;1733.76;0;0;1128.82;1196.18;19.8;0;281.4
M;30 t/m 34 jaar;HEEMSKERK;928;918.16;287353.43;72604.64;235130.26;52308.62;17334.54;35173.97;17987.96;21892.11;2773.65;2063.71;0;8609.29;0;0;8478.3;2093.45;16.65;0;4006.98
M;30 t/m 34 jaar;HEEMSTEDE;434;427.4;144799.69;37154.39;170270.67;23406.26;7368.81;16822.49;767.22;1947.73;967.35;234.6;0;5816.17;0;0;6037.48;5611.72;13.05;0;3646.33
M;30 t/m 34 jaar;HEERDE;454;451.03;141456.91;34723.74;136553.8;25815.87;8075.56;19168.3;29363.23;2081.15;9432.82;426.95;1276.95;6913.62;0;0;4056.97;0;10.35;0;464.28
M;30 t/m 34 jaar;HEERENVEEN;1325;1309.51;528776.66;117715.36;420026.07;74281.31;22024.77;48987.3;25774.19;11226.25;6601.95;1468.13;264.23;10402.18;0;0;6966.82;839.05;1327.05;0;2945.28
M;30 t/m 34 jaar;HEERHUGOWAARD;1645;1629.12;1107259.89;149094.11;589174.39;90198.06;32138.53;41652.24;31929.62;9316.87;10439.52;2083.68;1001.26;30126.27;0;0;24437.66;26944.51;37.8;0;15220.32
M;30 t/m 34 jaar;HEERLEN;2703;2649.74;1390653.04;436265.94;1421917.84;147176.42;70168.27;101684.51;57954.25;34670.19;21378.63;4916.4;8927.01;47026.44;0;0;41470.7;34007.18;17.1;0;18005.7
M;30 t/m 34 jaar;HEEZE-LEENDE;330;325.18;150098.25;23614.93;18685.98;17838.81;6513.15;6955.09;6213.01;0;222.85;886.95;236.01;3493.91;0;0;1427.17;1196.83;5.85;0;3711.8
M;30 t/m 34 jaar;HEILOO;412;408.93;109078.37;30535.9;323191.7;23111.21;6618.6;8757.15;6921.36;1892.25;3812.99;2018.96;0;3942.54;0;0;2584.34;0;9;0;496.5
M;30 t/m 34 jaar;HELLENDOORN;910;907.9;311637.62;90520.13;106459.85;52209.4;17986.2;42406.96;20157.59;4424.42;4293.5;800.06;1551.9;6961.64;0;0;18913.12;493.77;26.1;0;622.02
M;30 t/m 34 jaar;HELLEVOETSLUIS;1098;1087.67;489573.95;110400.37;253124;62165.61;24261.87;39654.99;19786.07;11753.48;4156.85;1548.81;1537.18;8102.14;0;0;5934.55;7667.49;18;0;2339.66
M;30 t/m 34 jaar;HELMOND;2663;2623.3;1302612.11;254289.63;550750.9;147415.32;58769.3;87075.59;53969.06;27201.43;22410.07;6715.67;10377.01;31987.36;0;0;22928.3;4695.73;47.7;12994.14;29200.66
M;30 t/m 34 jaar;HENDRIK-IDO-AMBACHT;830;825.57;320327.01;88380.89;101567.08;47352.7;14900.7;26610.41;21024.63;2555.97;6210.7;1336.97;2062.54;3898.88;0;0;5157.59;1131.58;12.15;0;10397.7
M;30 t/m 34 jaar;HENGELO;2467;2438.34;1144243.53;271438.78;542504.62;118606.69;42858.54;148105.06;60474.48;10550.26;14656.14;5212.13;113.52;28536.93;0;0;32512.54;21264.98;47.25;0;4540.92
M;30 t/m 34 jaar;HET HOGELAND;1151;1139.33;503924.57;132573.58;303714.19;64154.36;22566.92;52968.9;13771.81;3775.61;2757.5;1474.16;695.1;16710.83;0;0;10505.14;757.59;77.4;22331.18;6004.74
M;30 t/m 34 jaar;HEUMEN;328;290.36;91158.48;28946.06;26580.26;15164.72;5303.31;9620.27;2024.59;2352.22;3114.76;709.5;0;4088.96;0;0;2926.71;252.86;4.95;0;3723.54
M;30 t/m 34 jaar;HEUSDEN;1051;1037.95;505430.61;162629.26;95801.5;58670.56;20104.05;23424.11;31907.04;3629.29;11868.77;1623.44;0;8136.07;0;0;6311.96;883.45;14.4;0;4417.91
M;30 t/m 34 jaar;HILLEGOM;625;599;209434.52;70319.26;52965.36;32950.66;10799.04;20338.49;15639.25;1030.26;13524.01;417;630;3543.91;0;0;10274.83;6360.58;10.8;0;3033.75
M;30 t/m 34 jaar;HILVARENBEEK;337;333.91;88723.41;15250.1;44461.44;19270.59;5795.21;7363.09;8699.85;135.72;0;145;0;1357.96;0;0;2896.7;519.39;5.4;0;2703.98
M;30 t/m 34 jaar;HILVERSUM;2755;2694.96;1451399;341647.58;986891.38;149101.12;48945.17;99766.67;84001.86;7859.13;6813.42;3455.54;17000.06;30190.16;0;0;31704.3;15284.29;106.65;0;15917.03
M;30 t/m 34 jaar;HOEKSCHE WAARD;1949;1935.67;1049538.12;228844.57;323711.72;110663.51;37265.45;59208.46;35985.05;4863.26;9944;1116.78;241.38;14787.28;0;0;22610.03;7495.11;24.75;0;2183.88
M;30 t/m 34 jaar;HOF VAN TWENTE;793;787.63;462955.55;73006.28;95825.65;42785.18;16031.08;41273.14;32331.14;1066.01;6975.68;2434.78;1374.33;5259.45;0;0;9048.49;1060.27;12.6;0;895.36
M;30 t/m 34 jaar;HOLLANDS KROON;1194;1174.28;804680.11;87151.46;186272.64;65730.93;17564.4;27729.77;22110.66;4855.68;8415.74;352.47;0;18542.23;0;0;10172.67;3474.56;40.95;0;6355.14
M;30 t/m 34 jaar;HOOGEVEEN;1678;1648.42;1178588.86;264884.6;346876.17;93341.12;36792.76;88757.49;54745.78;14436.63;10045.05;1327.22;2853.8;16075.89;0;0;18853.36;9870.34;46.35;0;9412.07
M;30 t/m 34 jaar;HOORN;2304;2263.51;1179205.55;187793.31;498564.02;128046.88;40360.63;66494.57;53983.03;9461.34;9900.53;3394.02;3869.79;20647.2;0;0;31415.93;4871.51;61.65;0;18130.59
M;30 t/m 34 jaar;HORST AAN DE MAAS;1027;1019.99;651180.42;73136.18;184134.83;58285.95;20219.36;29089.69;8013.21;3931.8;8758.22;384.82;4355.58;5239.19;0;0;12195.64;107.07;8.55;0;1045.05
M;30 t/m 34 jaar;HOUTEN;1202;1185.03;635515.49;130744.53;390985.39;67934.65;21858.59;54520.08;28371.49;5258.73;4340.06;4804.21;1653.74;18806.93;0;0;17348.7;1247;19.8;0;27565.28
M;30 t/m 34 jaar;HUIZEN;849;839.11;332373.35;181004.58;331237.57;47777.03;19363.71;38856.33;22556.81;9193.91;3599.53;1834.46;2398.2;8755.51;0;0;15314.32;3473.74;20.7;1954.45;10118.48
M;30 t/m 34 jaar;HULST;515;503.68;272433.94;62064.86;36895.54;27281.76;9883.07;19757.89;8373.36;4570.73;1405.13;409.24;1089.5;9402.96;0;0;8414.81;33951.28;0;0;1338.28
M;30 t/m 34 jaar;IJSSELSTEIN;868;863.57;397525.87;104039.72;303991.07;48827.3;19386.87;41927.98;22119.31;2660.65;9589.76;562.11;1734.24;11758.75;0;0;12913.55;4609.49;26.55;0;3248.86
M;30 t/m 34 jaar;KAAG EN BRAASSEM;627;619.7;219598.26;63244.86;81678.09;34949.69;11865.29;27418.29;2452;1923.87;3420.55;440.04;0;2518.3;0;0;1646.87;451.67;14.4;0;5893.37
M;30 t/m 34 jaar;KAMPEN;1570;1555.6;524131.43;142006.26;183615.44;89186.02;26147.06;70047.37;48669.31;7970.34;5580.13;2217.25;5760.3;10707.15;0;0;24547.63;1082.99;60.75;0;1881.2
M;30 t/m 34 jaar;KAPELLE;327;325.59;92440.87;34114.98;28192.91;18262.5;4019.82;9734.3;7717.57;1828.42;12154.97;658.62;629.6;758.15;0;0;3531.98;3927.21;0;0;2299.31
M;30 t/m 34 jaar;KATWIJK;1900;1887.95;659551.15;190950.85;422455.4;107310.21;32435.21;101108.08;47237.54;7718.38;5324.75;2927.19;10181.76;19157.88;0;0;15794.7;953.75;32.4;0;56125.91
M;30 t/m 34 jaar;KERKRADE;1235;1216.12;656623.4;149995.05;497059.45;68480.33;33845.27;46662.73;33534.49;10161.45;10904.3;1521.07;5446.75;13835.58;0;0;25373.64;22086.95;8.55;0;8989.53
M;30 t/m 34 jaar;KOGGENLAND;558;551.91;188928.32;51869.69;47904.82;31175.02;8486.26;12997.31;9238.67;1308.38;1635.4;531.82;0;4164.36;0;0;3399.03;1665.4;15.3;0;3407.35
M;30 t/m 34 jaar;KRIMPEN AAN DEN IJSSEL;643;635.7;262348.59;61307.5;84259.4;36064.06;14932.31;21436.52;14033.83;4185.64;731.73;640.71;55.2;3436.37;0;0;8831.71;376.8;3.6;0;1398.27
M;30 t/m 34 jaar;KRIMPENERWAARD;1285;1277.46;355424.87;74136.3;123708.73;73117.82;21443.36;40926.94;25597.41;2494.81;2315.41;1552.53;1033.12;10546.62;0;0;7694.79;261.76;14.4;0;602.66
M;30 t/m 34 jaar;LAARBEEK;527;522.63;244644.43;52184.02;55280.26;29932.69;13968.07;19470.69;9133.9;970.59;12161.95;1443.52;2215.94;2033.17;0;0;10190.49;3983.06;13.05;0;1558.73
M;30 t/m 34 jaar;LANDERD;362;357.64;120005.55;36400.45;34725.61;20132.58;6253.83;10921.26;11046.62;1312.32;9148.4;1034.57;0;1384.35;0;0;3768.73;652.3;0;0;389.44
M;30 t/m 34 jaar;LANDGRAAF;945;932.94;469710.53;98481.13;340392.83;52933.72;22374.88;32578.6;30313.93;6103.07;7113.92;1513.04;2258.03;13215.51;0;0;20263.66;22005.86;1.8;0;3074.59
M;30 t/m 34 jaar;LANDSMEER;205;201.42;70654.71;14258.14;27181.61;11436.03;3437.86;7698.19;2863.82;0;0;74.8;0;1357.96;0;0;579.89;1505.47;1.8;0;1143.63
M;30 t/m 34 jaar;LANGEDIJK;693;685.88;185896.19;47541.53;134648.86;38964.93;11559.5;14437.99;10338.78;2283.32;2609.08;636.62;0;4690.96;0;0;6159.2;473.17;36;0;8131.4
M;30 t/m 34 jaar;LANSINGERLAND;1479;1459.69;566821.39;167133.17;224242.76;82658.59;25566.42;50600.93;26992.37;1155.97;9330.45;1068.59;299.28;21788.88;0;0;9983.41;12685.03;19.8;0;11555.36
M;30 t/m 34 jaar;LAREN;145;143.74;69355.55;25347.69;56988.92;8035.5;2846.04;5638.76;482.92;364.2;309;235.64;0;1391.89;0;0;4816.92;815.47;1.8;0;1734.84
M;30 t/m 34 jaar;LEEUWARDEN;3942;3891.2;1700849.24;492621.73;1942853.1;221904.83;66823.68;156243.67;116687.62;17545.58;19274.58;5674.63;4698.38;52085;0;0;63995.23;23998.76;4363.2;0;32399.92
M;30 t/m 34 jaar;LEIDEN;4270;4155.76;1529703.1;356749.9;1155892.42;225050.07;73018.48;170692.05;94851.6;7370.56;15919.06;4284.5;1312.7;43246.24;0;0;39247.69;9237.57;98.55;0;45356.29
M;30 t/m 34 jaar;LEIDERDORP;575;569.35;176859.8;42803.7;105959.99;32393.23;10145.69;22113.46;23237.36;1201.46;4300.81;1266.42;174.94;4070.11;0;0;4447.9;1322.85;14.4;0;9625.6
M;30 t/m 34 jaar;LEIDSCHENDAM-VOORBURG;2106;2069.51;826381.23;217482;329729.82;115611.23;38055.52;56271.85;66257.39;13049.39;9380.57;4036.8;28;21833.19;0;0;20172.85;6092.43;50.4;0;8468.78
M;30 t/m 34 jaar;LELYSTAD;2434;2389.66;1268363.04;312962.6;558907.07;131542.47;55751.92;105416.02;89091.76;15093.59;13037.05;4597.65;7902.13;33881.29;0;0;31101.03;17181.38;77.85;0;19753.38
M;30 t/m 34 jaar;LEUDAL;848;840.63;893164.02;85273.52;105701.9;47645.04;19543.43;31652.61;16053.35;3502.81;7828.2;3442.62;13360.2;17191.83;0;0;5818.19;2009.93;13.95;5670.4;2754.63
M;30 t/m 34 jaar;LEUSDEN;630;627.44;242122.36;48940.34;188870.1;35796.41;11553.3;29443.81;14724.17;1134.27;1346.98;618.32;0;4816.95;0;0;5130.02;719.13;14.4;0;1884.73
M;30 t/m 34 jaar;LINGEWAARD;1071;1063.03;438309.71;124047.92;98688.28;60719.16;22830.25;40196.64;38523.87;8101.38;4518.93;5784.55;426.88;7736.45;0;0;17550.88;3624.68;23.4;0;2208.69
M;30 t/m 34 jaar;LISSE;550;539.94;188819.67;42649.29;92486.6;30140.43;9651.51;23541.5;6129.81;1020.14;256;389.4;422.32;4217.14;0;0;11049.72;3340.37;9;0;2490.75
M;30 t/m 34 jaar;LOCHEM;641;634.21;302462.63;37075.17;220887.58;35927.76;9896.37;24686.3;9931.09;2012.54;3348.1;664.08;0;8513.28;0;0;10529.5;1336.94;16.2;42498.85;852.32
M;30 t/m 34 jaar;LOON OP ZAND;531;527.08;219079.02;45046.97;60286.72;29527.77;10994.43;13335.62;14110.45;4753.64;2369.56;1092.69;0;4258.61;0;0;5640.64;1830.69;3.6;0;1131.83
M;30 t/m 34 jaar;LOPIK;303;301.19;80359.11;30906.09;9349.71;17190.47;5458.05;12409.39;4540.51;3486.35;712.75;117.82;0;727.99;0;0;4476.92;256.45;3.6;0;644.6
M;30 t/m 34 jaar;LOPPERSUM;247;246.28;81769.72;30396.78;106373.64;14168.5;5366.09;8560.19;1261.36;1789.91;1955.1;0;0;2240.52;0;0;2926.36;281;9;0;776.62
M;30 t/m 34 jaar;LOSSER;527;523.38;461133.11;63434.73;36317.87;29038.28;9712.33;23433.03;19057.41;1374.89;2896.14;747.33;3729.21;4699.7;0;0;1681.1;5824.77;7.65;0;301.06
M;30 t/m 34 jaar;MAASDRIEL;697;657.02;315433.28;71338.98;138599.8;35181.02;11168.65;18334.72;3056.64;690.38;10574.27;1757.19;0;6931.48;0;0;6493.11;13072.9;12.6;0;1542.93
M;30 t/m 34 jaar;MAASGOUW;528;523.89;214207.52;78855.41;59353.59;28504.17;11738.35;17296.46;14333.56;2428.24;2031.1;959.04;557.3;3560.78;0;0;5978.55;7752.41;5.4;0;172.72
M;30 t/m 34 jaar;MAASSLUIS;965;948.22;337618.07;71830.13;178101.5;52971.15;17513.31;34179;17766.73;11271.24;5994.21;1398.95;2064.65;4517.54;0;0;12361;499.22;12.15;0;1212.96
