GESLACHT;LEEFTIJDSKLASSE;GEMEENTENAAM;AANTAL_BSN;AANTAL_VERZEKERDEJAREN;KOSTEN_MEDISCH_SPECIALISTISCHE_ZORG;KOSTEN_FARMACIE;KOSTEN_SPECIALISTISCHE_GGZ;KOSTEN_HUISARTS_INSCHRIJFTARIEF;KOSTEN_HUISARTS_CONSULT;KOSTEN_HUISARTS_OVERIG;KOSTEN_HULPMIDDELEN;KOSTEN_MONDZORG;KOSTEN_PARAMEDISCHE_ZORG_FYSIOTHERAPIE;KOSTEN_PARAMEDISCHE_ZORG_OVERIG;KOSTEN_ZIEKENVERVOER_ZITTEND;KOSTEN_ZIEKENVERVOER_LIGGEND;KOSTEN_KRAAMZORG;KOSTEN_VERLOSKUNDIGE_ZORG;KOSTEN_GENERALISTISCHE_BASIS_GGZ;KOSTEN_GRENSOVERSCHRIJDENDE_ZORG;KOSTEN_EERSTELIJNS_ONDERSTEUNING;KOSTEN_GERIATRISCHE_REVALIDATIEZORG;KOSTEN_OVERIG
V; 5 t/m  9 jaar;BOEKEL;314;313.58;83886.56;11501.47;9593.26;17999.52;6221.08;7287.6;8527.98;35536.02;1470.21;14283.24;0;705.37;0;0;3601.79;329.48;7.2;0;832.77
V; 5 t/m  9 jaar;BORGER-ODOORN;609;608.1;192210.89;22955.32;52539.01;35339.18;13562.6;30590.67;31796.15;56982.15;9107.43;20634.72;0;697.83;0;0;5483.63;1577.08;26.55;0;245.94
V; 5 t/m  9 jaar;BORNE;608;606.98;191917.71;24426.05;53483.55;34714.99;11613.26;34636.54;11435.92;66382.52;14963.75;46288.45;0;2070.87;0;0;6196.22;665.55;21.6;0;0
V; 5 t/m  9 jaar;BORSELE;650;647.82;167493.25;25391.82;44525.27;37683.16;11567.21;19835.87;13026.7;56023.84;6417.5;21895.03;0;1601.43;0;0;8400.82;1003.58;0;0;2379.09
V; 5 t/m  9 jaar;BOXMEER;744;741.43;251671.12;29735.52;63562.29;42689.64;12819.11;25192.72;7735.02;82975.49;21426.73;31594.35;0;0;0;0;10359;5273;5.4;0;1548.12
V; 5 t/m  9 jaar;BOXTEL;907;901.63;431679.57;40027.2;70550.84;52550.33;23022.35;27330.72;34312.24;113919.07;16710.67;49515.78;2540.55;709.14;0;0;13226.1;436.59;13.95;0;4913.42
V; 5 t/m  9 jaar;BREDA;4861;4823.57;1407808.28;194930.88;312449.77;280736.29;92733.3;152014.44;104308.83;560847.2;105846.03;241461.93;93.72;9766.84;0;0;30416.32;15909.35;71.1;0;617.74
V; 5 t/m  9 jaar;BRIELLE;398;395.11;85209.38;18071.84;23051.93;22864.65;8074.7;10933.78;3374.4;36011;7931.93;23187.86;0;701.6;0;0;2754.97;539.92;3.6;0;215.09
V; 5 t/m  9 jaar;BRONCKHORST;958;953.98;373676.45;111716.3;51029.41;55503.39;19129.25;45487.27;82787.75;100139.84;15585.86;39782.86;0;1466.7;0;0;7968.92;784.6;18;0;486.51
V; 5 t/m  9 jaar;BRUMMEN;509;507.35;142301.04;26785.84;35592.44;29414.82;10639.64;23621.81;8295.36;51693.64;6193.06;52247.47;0;2364.93;0;0;3865.91;1450.83;12.6;0;161.48
V; 5 t/m  9 jaar;BRUNSSUM;631;624.8;205483.77;24027.36;165851.64;35828.67;14681.96;24104.44;6481.16;79230.08;10518.06;36723.64;4782.56;2736.96;0;0;3161.66;924.71;7.2;0;1623.76
V; 5 t/m  9 jaar;BUNNIK;430;429.23;155517.39;11383.54;43387.93;25041.54;8040.16;14995.33;4176.24;49636.65;6003.64;15409.2;0;0;0;0;2177.3;329.64;9;0;551.92
V; 5 t/m  9 jaar;BUNSCHOTEN;693;691.76;315495.06;22041.14;19204.3;39943.74;13807.08;29244.8;6874.4;107493.82;6371.12;24181.49;1064.64;697.83;0;0;22110.24;1161.35;17.1;0;5265
V; 5 t/m  9 jaar;BUREN;711;710.08;205432.23;30781.13;44262.18;41287.4;13275.74;42375.24;23730.2;98044.31;12049.64;36508.12;13151.08;3701.26;0;0;18328.8;378.44;7.2;0;865.35
V; 5 t/m  9 jaar;CAPELLE AAN DEN IJSSEL;1767;1755.14;548842.88;107958.53;160548.99;102465.26;38691.99;77678.76;70424.05;220931.07;22591.45;132820.95;90;6193.95;0;0;21959.35;10072.88;10.8;0;1740.72
