GESLACHT;LEEFTIJDSKLASSE;GEMEENTENAAM;AANTAL_BSN;AANTAL_VERZEKERDEJAREN;KOSTEN_MEDISCH_SPECIALISTISCHE_ZORG;KOSTEN_FARMACIE;KOSTEN_TWEEDELIJNS_GGZ;KOSTEN_HUISARTS_INSCHRIJFTARIEF;KOSTEN_HUISARTS_CONSULT;KOSTEN_HUISARTS_OVERIG;KOSTEN_HULPMIDDELEN;KOSTEN_MONDZORG;KOSTEN_PARAMEDISCHE_ZORG_FYSIOTHERAPIE;KOSTEN_PARAMEDISCHE_ZORG_OVERIG;KOSTEN_ZIEKENVERVOER_ZITTEND;KOSTEN_ZIEKENVERVOER_LIGGEND;KOSTEN_KRAAMZORG;KOSTEN_VERLOSKUNDIGE_ZORG;KOSTEN_EERSTELIJNS_PSYCHOLOGISCHE_ZORG;KOSTEN_GRENSOVERSCHRIJDENDE_ZORG;KOSTEN_EERSTELIJNS_ONDERSTEUNING;KOSTEN_GERIATRISCHE_REVALIDATIEZORG;KOSTEN_OVERIG
M;45 t/m 49 jaar;KOGGENLAND;864;861.41;409860.42;201969.44;217631.6;48406.79;14624.27;18021;17446.87;5624.79;4980.68;687.92;216.64;12901.38;0;0;4787.32;3785.05;24.08;0;9418.68
M;45 t/m 49 jaar;KRIMPEN AAN DEN IJSSEL;1008;1004.67;617167.69;140103.02;237489.04;56062.28;25988.76;34603.83;56520.99;13928.65;6216.84;1235.27;0;16466.22;0;0;4380;3673.14;24.08;18349.61;11339.64
M;45 t/m 49 jaar;KRIMPENERWAARD;2074;2053.58;2298842.43;390142.07;170264.15;115059.93;44421.31;51765.79;96590.64;30456.45;27576.51;5089.86;4049.43;42660.81;0;0;11402.27;4127.96;20.64;0;15984.33
M;45 t/m 49 jaar;LAARBEEK;877;876.12;825544.59;131422.24;154989.29;48845.8;26642.43;29287.03;28111.92;10518.17;13836.94;1092.38;1155.56;10733.34;0;0;3493.5;854.53;3.44;0;18200.13
M;45 t/m 49 jaar;LANDERD;627;625.15;923993.07;145643.84;41619.47;34119.64;13552.03;13205.51;38258.95;2466.74;8704.79;3404.83;30908.34;11431.1;0;0;2496;5778.89;0;0;3179.47
M;45 t/m 49 jaar;LANDGRAAF;1460;1447.5;1491288.31;329057.36;358450.1;78996.22;42404.32;40079.08;147828.59;21573.56;29271.09;2143.44;25636.24;36719.16;0;0;11481.9;37252.34;8.6;5240.21;56417.21
M;45 t/m 49 jaar;LANDSMEER;405;403.84;294353.66;46227.39;32436.68;22589.68;8142.38;14088.09;15544.37;1030.14;5464.78;378.94;0;5318.13;0;0;543.3;206.75;15.05;0;3085.2
M;45 t/m 49 jaar;LANGEDIJK;1042;1040.95;2020815.42;161990.67;327768.07;57166;22010.72;22698.62;32934.95;3173.21;15499.86;321.89;8963.68;24126.6;0;0;8654.81;3061.23;18.06;28588.18;12219.01
M;45 t/m 49 jaar;LANSINGERLAND;2491;2481.71;1717013.4;297330.76;184802.43;139605.45;60179.36;76577.03;77542.66;16693.18;19917.27;4003.89;11039.72;29603.33;0;0;8249.16;41590.43;39.13;10083.91;22942.04
M;45 t/m 49 jaar;LAREN;419;415.25;377656.24;189416.72;43408.38;22843.43;8919.99;15808.51;2354.29;2962.35;5257.43;426.95;0;8848.7;0;0;3087;965.85;6.88;0;2840.3
M;45 t/m 49 jaar;LEEUWARDEN;4218;4195.99;4002991.85;917377.11;1362968;236373.12;89926.5;159409.67;201922.5;53579.31;27292.32;10829.95;16074.43;127192.61;0;0;23886.82;19571.55;4856.85;28433.52;67468.7
M;45 t/m 49 jaar;LEIDEN;4126;4079.89;3376598.46;895249.03;1157317.56;225220.13;96832.54;165170.75;161298.59;23623.33;37177.19;7086.73;1775.24;76056.5;0;0;15910.4;12516.59;42.57;29842.59;52049.69
M;45 t/m 49 jaar;LEIDERDORP;1051;1049.57;761824.51;223617.66;214111.53;58348.43;23219.48;36382.49;46620.92;11831.69;12793.79;2763.64;122;12563.14;0;0;6153.91;2857.27;6.88;0;18376.86
M;45 t/m 49 jaar;LEIDSCHENDAM-VOORBURG;2409;2390.45;1526234.81;439849.12;423626.52;131990.8;54226.74;52247.13;100202.72;26538.35;19456.91;5057.91;1743.31;21324.98;0;0;8200.51;13492.9;41.28;0;23932.42
M;45 t/m 49 jaar;LELYSTAD;2869;2849.17;2941370.44;636616.21;469655.52;157178.12;76396.16;124420.34;117362.69;37775.77;24516.44;6851;22057.37;78216.39;0;0;15371.54;42605.01;116.1;0;63952.3
M;45 t/m 49 jaar;LEUDAL;1453;1448.28;1175604.3;236536.9;142141.76;81348.41;41635.62;49959;54687.47;24170.25;24312.83;3764.72;14833.95;19291.64;0;0;4869.5;9162.2;7.74;0;14752.54
M;45 t/m 49 jaar;LEUSDEN;1106;1101.45;763688.81;139615.11;126748.72;61516.33;23744.77;41756.06;50672.82;7560.88;14329.09;2010.55;663.88;18973.84;0;0;8301;1140.13;20.21;0;14495.46
M;45 t/m 49 jaar;LINGEWAARD;1819;1812.2;1196466.92;275439.4;167124.51;101622.14;39664.74;48684.42;74295.05;9221.98;19033.93;1854.19;2888.04;20891.82;0;0;10548.2;16961.17;25.8;0;14620.65
M;45 t/m 49 jaar;LISSE;851;845.56;528797.35;116506.69;58340.92;47147.8;16517.93;30203.77;34032.64;6686.61;4494.09;1181.29;336.37;18890.61;0;0;6061.66;3195.18;9.03;0;4326.66
M;45 t/m 49 jaar;LOCHEM;1317;1312.57;685510.92;207532.46;312803.67;71797.56;24388.77;42667.76;58464.23;6972.54;17468.29;1703.04;846.36;14604.62;0;0;5844.7;6051.52;29.24;0;4710.01
M;45 t/m 49 jaar;LOON OP ZAND;886;879.94;755271.73;145288.41;66893.25;49411.44;22895.72;22888.71;35818.71;17162.18;5666.27;943.78;1814.77;12310.02;0;0;2200.7;1362.83;1.72;0;10704.78
M;45 t/m 49 jaar;LOPIK;613;611.85;358049.02;56702.17;42260.1;34364.64;12622.3;15873.24;16299.11;7051.92;2096.08;966.9;346.75;8290.56;0;0;2465;952.51;3.44;0;2965.93
M;45 t/m 49 jaar;LOPPERSUM;397;395.52;354978.48;95803.31;108598.3;22214.96;8806.88;9733.78;11083.77;2838.22;5786.02;277.5;730;9420.57;0;0;691;181.99;18.92;0;3203.13
M;45 t/m 49 jaar;LOSSER;846;841.64;988763.75;117650.21;77189.47;46058.71;17581.97;30201.83;33158.3;9827.68;7377.24;1727.88;12153.05;17897.31;0;0;2944.5;21079.48;12.04;18349.61;14316.87
M;45 t/m 49 jaar;MAASDRIEL;1012;990.57;874527;138758.97;64055.3;54053.3;23613.19;29536.33;59192.19;17301.76;6142.52;1130.94;7118.6;25937.38;0;0;3530.46;59413.74;11.18;0;8875.78
M;45 t/m 49 jaar;MAASGOUW;972;966.19;825689.56;154603.4;47779.2;52001.25;24156.42;27242.19;45529.07;10472.53;12387.06;4648.99;8149.49;21590.67;0;0;6092;9820.92;3.44;0;9839.95
M;45 t/m 49 jaar;MAASSLUIS;1186;1177.63;997638.56;221572.79;261206.06;65952.18;26375.54;38347.06;48704.24;11467.01;12048.52;2158.43;12508.27;16528.29;0;0;746.71;5388.81;12.47;10083.91;7286.59
M;45 t/m 49 jaar;MAASTRICHT;3880;3852.92;3655868.54;1114604.93;1343740.17;214154.2;120327.17;114963.47;237500.14;53305.16;65899.41;22249.24;17016.96;58944.53;0;0;12286.3;112579.26;21.5;37292.78;140688.99
M;45 t/m 49 jaar;MEDEMBLIK;1673;1667.86;901611.24;241815.38;216761.59;91921.73;35582.01;46197.04;75834.23;8391.4;11397.23;2365.35;5175;27735.95;0;0;9419.3;2837.65;64.5;2917.27;12786.86
M;45 t/m 49 jaar;MEERSSEN;736;732.19;620574.48;116234.13;61087.45;40748.48;20117.11;18978.25;33002.45;3011.25;5974.59;1274.14;461.68;5983.42;0;0;2952.6;11556.86;5.16;0;21352.19
M;45 t/m 49 jaar;MEIERIJSTAD;3160;3149.25;2364707.35;487948.61;576888.53;175883.42;80682.16;91744.4;167309.78;75655.66;41176.66;7778.59;13104.4;54680.47;0;0;18724.9;12612.09;36.12;0;40824.29
M;45 t/m 49 jaar;MEPPEL;1273;1266.77;1875338.95;304646.89;255508.81;70523.6;31922.93;62403.12;96363.74;7299.58;10535.64;6638.49;2265.99;42572.92;0;0;6270;1809.48;78.69;0;12929.94
M;45 t/m 49 jaar;MIDDELBURG;1671;1660.17;990854.54;288777.45;228173.24;90842.82;36204.96;48729.52;56125.98;15838.76;8879.21;3759.14;1931.58;33271.56;0;0;5978.16;123670.06;12.04;0;21614.2
M;45 t/m 49 jaar;MIDDEN-DELFLAND;813;798.15;650962.94;153747.73;56506.44;44447.7;15619.24;23941.7;31068.36;4121.59;1015.62;2333.82;258.4;7697.92;0;0;1627;5913.07;2.15;0;1302.8
M;45 t/m 49 jaar;MIDDEN-DRENTHE;1347;1343.26;1086649.13;237764.06;313558.71;74348.8;29008.36;58850.92;87860.56;27661.45;12640.37;3576.25;28882.43;33675.27;0;0;5570.86;6219.24;76.97;0;12216.69
M;45 t/m 49 jaar;MIDDEN-GRONINGEN;2554;2546.33;1913932.23;523405.59;611167.05;141387.65;62236.76;99120.3;159026.97;44553.18;11533.41;4675.03;2830.16;70033.73;0;0;12670.9;1465.72;109.65;0;52771.18
M;45 t/m 49 jaar;MILL EN SINT HUBERT;494;493.66;505811.15;95810.09;70105.79;27818.72;11296.42;15886.72;30534.76;4909.68;6526.27;791.4;7789.68;8422.16;0;0;3500.5;22024.03;6.88;0;2629.74
M;45 t/m 49 jaar;MOERDIJK;1586;1571.87;1233776.29;275447.88;175674.68;84189.16;39847.09;40603.16;76851.5;39511.13;23716.62;2532.07;12887.8;23135.98;0;0;6186.71;11035.69;15.48;18349.61;24494.93
M;45 t/m 49 jaar;MOLENLANDEN;1598;1595.35;1011631.91;207773.42;115757.33;89546.71;36104.69;35298.77;67303.52;9169.32;12240.3;1102.65;4401.32;19504.47;0;0;6261.1;15887.37;6.88;0;42395.77
M;45 t/m 49 jaar;MONTFERLAND;1522;1515.87;1329096.09;442591.42;159828.19;84917.29;36732.73;61345.81;62117.66;23876.32;7814.88;2620.25;3214.9;26359.3;0;0;4850.53;5861.8;15.48;0;25094.28
M;45 t/m 49 jaar;MONTFOORT;541;540.2;410044.08;60999.37;40357.38;30153.47;11287.96;19214.46;21190.33;1332.36;14656.2;732.6;650.86;6253.99;0;0;2476.1;434.23;3.44;0;3270.9
M;45 t/m 49 jaar;MOOK EN MIDDELAAR;352;350.2;292734.74;52365.42;23534.19;19626.05;8900.88;9642.41;7578.81;2296.5;933.1;1121.74;74.98;6137.42;0;0;507;5181.23;1.72;0;5298.75
M;45 t/m 49 jaar;NEDER-BETUWE;784;782.07;668979.01;133114.92;74035.87;43885.43;24223.77;41135.37;48581.53;14137.34;7528.52;1885.46;0;20090.5;0;0;4225.16;1377.24;6.88;0;27089.37
M;45 t/m 49 jaar;NEDERWEERT;746;735.38;564812.44;108479.69;56221.37;40978.4;19138.86;23742.99;33260.02;8510.27;15546.12;3910.81;16767.02;19299.87;0;0;1034.5;1752.37;1.72;0;12049.76
M;45 t/m 49 jaar;NIEUWEGEIN;2248;2234.88;2422623.05;414493.82;633589.53;123097.04;53615.55;82404.21;89326.26;38857.6;19137.31;2856.58;891.14;56743.78;0;0;14231.99;13441.99;41.28;48142.84;60977.15
M;45 t/m 49 jaar;NIEUWKOOP;1170;1168.49;1079545.84;145160.8;98259.42;62873.16;25107.07;41131.29;50490.48;8306.05;16815.1;2375.91;4125.23;28415.51;0;0;4433.72;767.25;15.48;10083.91;1370.22
M;45 t/m 49 jaar;NIJKERK;1655;1644.56;1479785.57;481580.25;188475.46;91677.85;38842.59;62398.38;63178.83;14892.25;34392.64;4344.45;16501.53;21974.87;0;0;14375.09;6688.08;24.08;0;46250.4
M;45 t/m 49 jaar;NIJMEGEN;5611;5550.87;6624337.19;1248114.65;2358568.13;303214;151660.87;197815.04;346169.98;74858.59;56915.84;11427.36;23478.1;138864.02;0;0;31594.75;29421.74;70.95;99099.42;97487.82
M;45 t/m 49 jaar;NISSEWAARD;3055;3041.51;2730013.78;634797.33;619282.73;170442.29;77355.09;88501.48;229587.02;56436.82;31986.58;7623.48;2761.67;69278.71;0;0;5491.5;36589.96;23.65;12513.53;35239.31
M;45 t/m 49 jaar;NOARDEAST-FRYSLAN;1711;1707.12;1238799.53;635447.32;270840.96;95754.69;33860.83;75946.7;79253.68;13057.21;12418.53;2203.21;17562.03;52123.1;0;0;6133.97;1468.02;2122.91;0;16101.58
M;45 t/m 49 jaar;NOORD-BEVELAND;294;291.93;182048.38;66742.24;61055.09;16187.6;7296.66;7105.25;15701.77;1182.75;302.5;307.38;6092.62;4824.3;0;0;764;27073.88;0;0;3679.91
M;45 t/m 49 jaar;NOORDENVELD;1193;1186.78;1075619.38;187437.36;290965.01;65464.18;24963.07;40351.33;34614.73;10626.49;5225.79;3216.98;3321.45;30509.39;0;0;7753;858.31;95.89;0;9276.85
M;45 t/m 49 jaar;NOORDOOSTPOLDER;1758;1748.19;1454656.78;306740.46;213004.54;97298.54;38739.49;65245.12;88359.69;31476.01;13072.85;3384.16;11503.03;33780.41;0;0;6892.23;6129.27;243.81;0;17408.91
M;45 t/m 49 jaar;NOORDWIJK;1554;1534.68;1126201.66;222463.45;243490.79;83244.09;31015.38;67272.62;55023.81;8221.11;14954.07;2036.2;9381.91;25620.3;0;0;11000.56;40660.75;15.05;0;28145.25
M;45 t/m 49 jaar;NUENEN CA;869;863.9;1275076.02;138651.21;86198.66;48675.1;19138.51;19741.27;58286.42;5235.54;10327.04;1695.97;558.79;8427.19;0;0;4903.46;5655.58;9.89;0;23049.38
M;45 t/m 49 jaar;NUNSPEET;966;963.94;822453.51;206895.54;260195.94;53218.15;21182.02;37305.76;49392.63;20560.75;7558.6;1461.59;7371.64;13465.69;0;0;4039.14;10760.1;10.32;0;9083.68
M;45 t/m 49 jaar;OEGSTGEEST;785;779.05;523427.82;127358.88;218165.74;43142.93;16904.75;31208.32;16737.74;1611.43;5780.55;1120.78;743.9;13783.36;0;0;5934.8;1582.27;5.16;0;6223.29
M;45 t/m 49 jaar;OIRSCHOT;738;737.38;450430.34;96287.97;51182.77;41459.32;20223.93;19019.37;28364.51;17871.44;4749.19;1557.29;2009.86;4391.67;0;0;2676.63;2617.37;3.01;0;15046.7
M;45 t/m 49 jaar;OISTERWIJK;995;989.06;683365.76;155967.2;141259.99;55519.13;26432.54;24755.29;49209.59;10813.75;5933;1273.78;8050;20066.78;0;0;5514.6;22612.75;3.01;0;10526.73
M;45 t/m 49 jaar;OLDAMBT;1570;1563.44;1388378.58;356476.55;247663.27;87008.48;43459.96;55733.98;86047.03;24673.29;17649.48;4152.29;2026.46;36243.45;0;0;7925.68;15009.05;54.61;0;39992.16
M;45 t/m 49 jaar;OLDEBROEK;825;824.16;743815.01;108759.29;46382.44;46331.81;17618.62;28829.68;30771.06;11991.63;8287.5;1059.48;12793.07;19664.63;0;0;2605.32;313.89;13.76;0;16534.14
M;45 t/m 49 jaar;OLDENZAAL;1139;1132.18;1047018.55;208815.1;175829.82;62302.45;25720.58;41011.91;91711.36;13463.38;10598.42;3989.65;1531.88;28861.12;0;0;2675;10398.6;15.48;0;15002.11
M;45 t/m 49 jaar;OLST-WIJHE;772;770.24;449817.9;105268.65;100708.47;42662.25;14772.84;25459.07;27278.24;9709.84;5850.85;3213.84;2049.88;10745.45;0;0;3632.86;1521;10.75;0;4882.31
M;45 t/m 49 jaar;OMMEN;637;633.93;622437.49;121037.55;54492.83;35034.86;11441.93;23691.53;33646.91;11181.94;4701.32;1060.62;2636.09;24716.94;0;0;587.8;244.65;16.77;0;8067.26
M;45 t/m 49 jaar;OOST GELRE;1279;1274.87;1414733.06;213402.85;61282.39;71909.94;29043.71;54895.23;55286.67;23369.93;8838.02;2939.46;17906.58;28565.11;0;0;4706.9;3946.48;12.04;0;6678.17
M;45 t/m 49 jaar;OOSTERHOUT;2104;2090.28;1764694.65;408422.64;446055.15;116906.58;45738.88;52433.19;98830.36;43127.2;36401.24;3684.72;4645.29;38851.23;0;0;7362.3;19924.75;15.05;0;46260.47
M;45 t/m 49 jaar;OOSTSTELLINGWERF;1001;998.33;801764.16;165520.08;248858.89;54902;22104.24;35925.58;25345.57;3995.71;3448.98;2407.52;18807.92;20649.97;0;0;2336.13;1036.23;960.62;0;10075.69
M;45 t/m 49 jaar;OOSTZAAN;416;414.98;253628.75;98960.82;50304.82;23262.6;8260.4;14931.67;11895.24;95.2;3845.91;463.19;0;8376.3;0;0;5430.62;644.49;6.88;0;4459.47
M;45 t/m 49 jaar;OPMEER;461;454.82;401336.27;54981.38;209760.48;24693.3;9737.83;17270.51;17589.43;586.44;4520.16;306.15;6905.9;11250.73;0;0;1382;0;19.78;0;2397.43
M;45 t/m 49 jaar;OPSTERLAND;1261;1257.26;1026572.66;158957.65;103504.7;68910.6;23247;42400.31;68536.7;8621.43;8978.77;1090.08;5335.59;24508.28;0;0;3067.18;15097.01;1268.93;0;7440.22
M;45 t/m 49 jaar;OSS;3604;3580.93;4021858.68;727390.54;414729.11;199324.61;88099.95;111272.62;225082.69;61792.38;43764.87;10870.11;38121.87;82425.25;0;0;15048.35;18759.41;37.41;5240.21;50580.47
M;45 t/m 49 jaar;OUDE IJSSELSTREEK;1599;1592.67;1285307.99;256892.14;327954.55;89626.1;35644.4;64989.19;67978.07;35563.19;19259.96;3549.18;10251.7;21097.29;0;0;5090.62;19116.51;13.76;0;17319.41
M;45 t/m 49 jaar;OUDER-AMSTEL;511;507.95;469707.48;153325.68;98928.25;28273.25;10781.61;18499.07;11951.93;2306.53;3595.64;999.86;0;6150.89;0;0;2669.66;9962.1;3.44;0;12056.37
M;45 t/m 49 jaar;OUDEWATER;438;436.71;274088.57;46241.05;135407.46;24380.45;7539.56;9291.21;13004.11;2785.88;5356.08;379.38;0;8441.9;0;0;562.5;10196.71;6.88;0;1577.76
M;45 t/m 49 jaar;OVERBETUWE;1956;1948.98;1679135.73;262026.4;361062.52;108428.75;45406.05;68024.29;81834.58;24802.66;10471.5;1623.82;20005.2;31434.11;0;0;12158.17;14057.33;22.36;0;39178.67
M;45 t/m 49 jaar;PAPENDRECHT;1211;1205.89;708921.82;155780.06;198698.67;67162.18;25702.99;24839.23;59778.37;8268.04;13052.21;2205.51;1206.38;16484.52;0;0;6466.88;6348.56;13.76;0;16922.72
M;45 t/m 49 jaar;PEEL EN MAAS;1787;1779.73;1452156.49;348755.68;299499.6;99443.04;55304.08;57401.56;81437.53;20192.07;43085.17;6940.35;8927.9;39158.86;0;0;2930.5;28067.85;12.04;18349.61;32750.67
M;45 t/m 49 jaar;PEKELA;502;498.25;574704.29;122053.3;326254.71;27724.66;12410.83;28243.55;25227.98;12505.47;703.2;146.58;4431;17967.57;0;0;2383;7634;12.47;0;9419.22
M;45 t/m 49 jaar;PIJNACKER-NOOTDORP;2401;2388.2;1556203.29;377922.73;176611.2;130847.78;51460.55;61283.34;106036.69;15006.01;16118.44;5782.78;5044.36;21949.46;0;0;6902.13;21977.55;18.92;0;9712.36
M;45 t/m 49 jaar;PURMEREND;3172;3156.84;3034212.13;761810.31;560937.95;174500.9;77728.77;147046.03;120625.24;44763.7;21627.66;7613.71;13378.87;77078.2;0;0;15691.7;16282.34;87.29;12513.53;42238.62
M;45 t/m 49 jaar;PUTTEN;898;893.02;647281.05;119445.7;61027.17;50246.29;21043.54;30740.91;82234.32;9435.77;21807.29;1991.2;1064.22;11594.28;0;0;4789;1304.74;9.03;0;11066.04
M;45 t/m 49 jaar;RAALTE;1405;1403.88;885876.93;181766.44;124925.25;78928.7;26907.34;54807.98;69425.11;18450.98;18948.25;2617.6;15571.44;18849.66;0;0;2550.66;10651.98;18.06;29842.59;8754.87
M;45 t/m 49 jaar;REIMERSWAAL;759;755.92;510497.41;159812.61;156132.61;41954.75;15490.59;22024.3;24506.85;13098.27;7727.38;1385.91;8179.92;16139.06;0;0;1281.6;19638.09;5.16;19554.66;11824.06
M;45 t/m 49 jaar;RENKUM;1182;1177.28;878087.73;240568.49;374776.8;64558.56;26429.83;38926.11;28352.37;4151.51;12790.56;1797.92;1930.23;18801.32;0;0;5866.01;8567.05;21.07;5240.21;13339.73
M;45 t/m 49 jaar;RENSWOUDE;173;170.13;216592.87;33269.08;7916.82;9537.1;3221.23;6761.21;5483.22;0;3535.24;160.35;0;2564.78;0;0;959;299;0;0;1879.24
M;45 t/m 49 jaar;REUSEL-DE MIERDEN;449;447.28;405797.32;62219.2;8235.2;24861.55;10560.44;12289.66;17662.61;1061.3;7200.3;1354.41;2463.6;6935.98;0;0;4056.5;1974.7;3.44;0;7826.05
M;45 t/m 49 jaar;RHEDEN;1531;1523.64;1264859.68;219028.46;251710.95;85184.55;33361.57;65807.64;78342.94;6187.99;20631.46;1771;4688.77;30392.66;0;0;8049.56;7064.65;13.76;193.53;39874
M;45 t/m 49 jaar;RHENEN;692;689.02;542721.64;107443.67;68914.51;37242.48;14662.22;25841.86;23614.67;10793.61;6555.2;1386.59;4373.65;11810.7;0;0;2995.58;4030.91;5.16;0;8171.36
M;45 t/m 49 jaar;RIDDERKERK;1655;1649.49;1318763.8;344708.87;207209.81;92235.23;43558.57;42053.28;81877.2;37504.62;11423.23;1549.44;6665.74;19549.41;0;0;2416.3;3890.04;13.76;15324.12;14188.15
M;45 t/m 49 jaar;RIJSSEN-HOLTEN;1375;1369.03;968755.25;233698.09;133963.18;76894.24;37182.79;54765.34;62133.31;8581.74;6827.32;2163.25;61.86;16427.33;0;0;4162.05;2578.59;22.36;0;14085.82
M;45 t/m 49 jaar;RIJSWIJK;1602;1583.62;1184355.78;381649.91;425328.91;87722.94;37082.63;35008.72;45453.53;22780.18;12944.21;3479.75;1869.52;17827.22;0;0;4766.16;11054.9;17.63;0;24270.02
M;45 t/m 49 jaar;ROERDALEN;833;829.19;655134.38;221521.71;78282.05;46072.71;21014.13;28722.72;48630.94;8447.89;13465;2375.58;2937.68;19326.52;0;0;3945;12187.19;5.16;0;10578.33
M;45 t/m 49 jaar;ROERMOND;2297;2268.15;2734400.66;642324.23;395115.11;127019.58;60197.4;80060.09;163315.96;65573.4;50651.27;8039.89;37788.14;48612.75;0;0;7241.5;36814.7;15.48;49386.93;29428.34
M;45 t/m 49 jaar;ROOSENDAAL;2993;2969.24;2271441.62;800768.24;551386.48;161584.57;70695.34;74690.21;166914.52;57024.53;60214.3;4816.67;19425.07;40907;0;0;10323.43;238803.74;18.92;44856.7;57090.84
M;45 t/m 49 jaar;ROTTERDAM;21923;21574.83;18870049;6858402.08;8499008.16;1214322.1;580790.05;797385.39;1192966.2;446121.56;129076.73;40884.37;52574.01;489002.43;0;0;64186.22;218091.02;198.23;238014.52;318428.35
M;45 t/m 49 jaar;ROZENDAAL;54;53.2;34192.12;3066.56;4288.69;2999.8;979.85;1463.34;0;0;0;87.6;0;0;0;0;0;214.35;1.72;0;1227.35
M;45 t/m 49 jaar;RUCPHEN;1009;1004.51;922883.52;226563.14;92407.51;56274.55;23259.88;24537.51;79473.15;27671.44;18945.02;1043.39;2207.88;22006.9;0;0;1948.52;10406.29;3.44;0;13747.22
M;45 t/m 49 jaar;S GRAVENHAGE;19327;19015.94;16305664;5972286.55;5501728.05;1058698.29;541184.9;506383.1;840817.8;281180.11;180199.12;60431.79;70376.39;342464.07;0;0;66163.34;261816.11;224.89;110491.15;410142.47
M;45 t/m 49 jaar;S HERTOGENBOSCH;5913;5856.59;4654820.64;1169076.79;1106462.81;323804.77;150623.58;150967.43;277952.89;81735.13;68362.21;12776.03;10653.54;102920.84;0;0;29587.71;55475.72;46.87;57176.36;122068.31
M;45 t/m 49 jaar;SCHAGEN;1739;1719.97;1502983.82;272722.34;311873.3;95854.88;39215.16;44585.91;55679.49;14526.03;23074.17;2917.88;2975.45;29988.92;0;0;17485.17;4895.53;56.33;57176.36;19813
M;45 t/m 49 jaar;SCHERPENZEEL;328;328;273363.1;55982.47;26266;18281.8;6854.14;10376.96;10710.38;12588.45;2723.8;73.25;655.64;6722.16;0;0;2277.32;227.98;6.88;0;2844.07
M;45 t/m 49 jaar;SCHIEDAM;3031;2985.93;2583230.94;772938.84;563122.93;166357.17;78765.49;92747.35;124213.26;56774.79;12235.06;6255.65;5730.34;68190.15;0;0;6409.1;21581.95;20.64;33440.75;20652.53
M;45 t/m 49 jaar;SCHIERMONNIKOOG;35;34.01;21350.52;2534.84;2403.25;1867.8;1504.3;4604.99;1191.3;0;396.2;0;0;0;0;0;0;200;34.4;0;28.11
M;45 t/m 49 jaar;SCHOUWEN-DUIVELAND;1229;1222.69;899171.37;220832.56;157332.12;67551.38;26507.89;34798.72;69860.37;17330.57;13439.72;2112.02;12134.65;39121.54;0;0;3107.26;69294.95;3.44;29842.59;14273.43
M;45 t/m 49 jaar;SIMPELVELD;409;406.18;959453.47;88148.25;187545.6;22554.02;8952.15;12233.36;26149.61;2428.14;4688.6;495.38;1117.1;4532.78;0;0;1485;6979.29;5.16;0;17029.52
M;45 t/m 49 jaar;SINT ANTHONIS;532;530.7;465546.61;60147.52;39257.96;29106.55;10986.42;11855.27;28836.65;10623.26;5815.31;791.18;1806.04;7209.16;0;0;3347.25;5332.2;3.44;0;6182.86
M;45 t/m 49 jaar;SINT-MICHIELSGESTEL;1130;1126.62;1379768.69;145236.64;149356.62;63022.84;28466.16;36674.7;48432.51;4507.81;9907.38;1047.18;2730.86;27634.22;0;0;5373.63;2583.68;6.88;67891.2;15622.73
M;45 t/m 49 jaar;SITTARD-GELEEN;3699;3661.22;3293348.71;819828.14;1001981.5;204561.57;116519.72;134598.41;243576.18;51417.31;58302.3;19164.43;20640.43;55226.84;0;0;12228.71;187077.31;15.91;24184.15;55048
M;45 t/m 49 jaar;SLIEDRECHT;863;854.16;573421.37;150616.59;94567.16;45460.79;16469.71;13303.72;46788.24;3784.23;5127.39;526.33;6342.8;11195.51;0;0;1127.55;4791.28;8.6;0;15001.28
M;45 t/m 49 jaar;SLUIS;849;845.12;490270.47;155691.85;86286.91;45576.97;18920.73;27765.59;45646.99;9440.53;11603.09;1414.66;16889.33;39473.72;0;0;6299.75;214770.72;0;0;5796.95
M;45 t/m 49 jaar;SMALLINGERLAND;2161;2151.47;1547621.56;397293.84;729188;119383.19;48380.95;85610.59;72049.84;53048.36;13768.74;3950.15;19734.27;61077.04;0;0;10813.57;16528.99;2287.17;10083.91;22083.72
M;45 t/m 49 jaar;SOEST;1739;1734.28;1110790.66;349789.45;490534.22;96042.15;39503.83;67004.98;42221.59;10540.9;27017.39;5465.4;6662.72;32795.15;0;0;12009.61;18669.9;24.08;16393.13;16120.59
M;45 t/m 49 jaar;SOMEREN;815;812.87;755059.31;121631.51;121546.44;45293.97;19920.36;24577.73;43731.8;11898.75;25775.96;5164.71;7393.04;13099.97;0;0;1708;4494.72;3.01;0;15517.35
M;45 t/m 49 jaar;SON EN BREUGEL;655;653.45;567348.77;258120.96;134988.92;36690.95;16012.88;13860.19;45156.14;8115.8;10590.02;1611.52;2193.5;8663.73;0;0;4477.66;1103.06;5.16;5438.19;10933.07
M;45 t/m 49 jaar;STADSKANAAL;1212;1205.92;1105783.24;257837.93;152877.22;66943.65;31666.67;55996.99;89328.05;27643.7;9336.48;1222.6;4378.35;40527.58;0;0;5225.14;1470.34;41.28;0;14480.99
M;45 t/m 49 jaar;STAPHORST;591;589.94;405687.58;121642.83;146545.36;33096.85;11089.61;14656.15;46775.13;14590.28;4068.88;1019.18;1552.04;9721.59;0;0;1363.67;6039.73;9.89;0;5481.16
